N°Ins,Réf_Cours,examen,rattrapage,Conference,seminaire,TD,TP,stage,Projet,autre_Ctl,Moy_CC,Moy_Module,Aquit,Option,ratt,exclu_matière,scholar year
14010996952,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996952,P_Log,5,,,,7,,,,,0.0,5.68,false,false,false,false,2011
14010996952,RES,11,,,,9,,,,,6.0,10.32,false,false,false,false,2011
14010996952,SYS E,6.75,,,,12.25,12,,,,0.0,9.44,false,false,false,false,2011
14010996952,Th_Gr,11,,,,13.5,,,,,4.0,11.85,false,false,false,false,2011
14010996952,BDD-A,10.35,,,,,,,,,5.0,10.35,false,true,false,false,2011
14010996952,PFE,17.75,,,,,,,,,20.0,17.75,false,false,false,false,2011
14010996952,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996952,REC-F,11,,,,,,,,,5.0,11.00,false,true,false,false,2011
14010996952,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996953,Comp,5,,,,2.5,11,,,,0.0,5.88,false,false,false,false,2011
14010996953,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996953,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996953,I G C,7.5,,,,,,,,,0.0,7.50,false,true,false,false,2011
14010896777,ALG1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,info,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,Elect,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,Algé2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,Aly2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,StatD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,CF,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,STRM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,Info2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,His-s,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,Tecw,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896777,Agl,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,ALGO,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996953,P_Log,12.5,,,,12,,,,,4.0,12.33,false,false,false,false,2011
14010996953,RES,5.5,12,,,7.75,,,,,6.0,10.56,false,false,true,false,2011
14010996953,SYS E,3.75,,,,6,12,,,,0.0,6.38,false,false,false,false,2011
14010996953,Th_Gr,11.5,,,,8,,,,,4.0,10.31,false,false,false,false,2011
14010996953,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996953,PFE,17,,,,,,,,,20.0,17.00,false,false,false,false,2011
14010996953,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996953,REC-F,6,,,,,,,,,0.0,6.00,false,true,false,false,2011
14010996953,SYS-D,8.25,,,,,,,,,0.0,8.25,false,true,false,false,2011
14010996954,Comp,5.5,,,,9.5,10,,,,0.0,7.63,false,false,false,false,2011
14010996954,crypt,5,,,,,,,,,0.0,5.00,false,true,false,false,2011
14010996954,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996954,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996954,P_Log,6,,,,7,,,,,0.0,6.34,false,false,false,false,2011
14010996954,RES,13.75,,,,7,,,,,6.0,11.46,false,false,false,false,2011
14010996954,SYS E,8.25,,,,14,12,,,,6.0,10.63,false,false,false,false,2011
14010996954,Th_Gr,17,,,,14.5,,,,,4.0,16.15,false,false,false,false,2011
14010996954,BDD-A,11.01,,,,,,,,,5.0,11.01,false,true,false,false,2011
14010996954,PFE,16,,,,,,,,,20.0,16.00,false,false,false,false,2011
14010996954,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996954,REC-F,9.5,,,,,,,,,0.0,9.50,false,true,false,false,2011
14010996954,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,TPBUR,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,Agl,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,Algé2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,Aly2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,CF,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,His-s,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,Info2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,StatD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,STRM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097366,Tecw,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,ALG1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,Analy,,,,,12,,,,,0.0,4.08,false,false,false,false,2011
14011097367,Chim,,,,,13,,,,,0.0,4.42,false,false,false,false,2011
14011097367,Elect,,,,,8.5,,,,,0.0,2.89,false,false,false,false,2011
14011097367,info,,,,,8.5,8,,,,0.0,4.13,false,false,false,false,2011
14011097367,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,TEC1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,TPBUR,10,,,,,,,,,3.0,10.00,false,false,false,false,2011
14011097367,Agl,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,Algé2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,Aly2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,CF,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,His-s,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,Info2,,,,,0,,,,,0.0,0.00,false,false,false,false,2011
14011097367,StatD,,,,,6,,,,,0.0,2.04,false,false,false,false,2011
14011097367,STRM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097367,Tecw,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097369,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097369,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14011097372,ALGO,15,,,,11.7,12.8,,,,5.0,13.63,false,false,false,false,2011
14011097372,AN,14.5,,,,15,,,,,4.0,14.67,false,false,false,false,2011
14011097372,ANG,10,,,,,,,,,2.0,10.00,false,false,false,false,2011
14011097372,ARCH,11,,,,12.5,,,,,5.0,11.51,false,false,false,false,2011
14011097372,ITM,12.5,,,,,,,,,2.0,12.50,false,false,false,false,2011
14011097372,L-M,13.5,,,,16,,,,,4.0,14.35,false,false,false,false,2011
14011097372,P-S,7,,,,11.5,,,,,0.0,8.53,false,false,false,false,2011
14011097372,SI,12,,,,9.5,,,,,4.0,11.15,false,false,false,false,2011
14011097372,Algo2,13,,,,9.63,12.4,,,,5.0,12.01,false,false,false,false,2011
14011097372,ANG2,9.5,,,,,,,,,0.0,9.50,false,false,false,false,2011
14011097372,B-D,9,,,,12,13,,,,6.0,10.75,false,false,false,false,2011
14011097372,G-L,12.5,,,,14,,,,,4.0,13.01,false,false,false,false,2011
14010996955,AN,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,ANG,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,ARCH,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,ITM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,L-M,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,P-S,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,SI,,,,,0,,,,,0.0,0.00,false,false,false,false,2011
14010996955,Algo2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,ANG2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,B-D,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,G-L,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,P-L,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,SD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996955,T-L,,,,,11,,,,,0.0,3.74,false,false,false,false,2011
14010996956,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996956,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896790,Th_Gr,14,,,,8,,,,,4.0,11.96,false,false,false,false,2011
14010896790,BDD-A,10.02,,,,,,,,,5.0,10.02,false,true,false,false,2011
14010896790,PFE,16.25,,,,,,,,,20.0,16.25,false,false,false,false,2011
14010896790,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896790,REC-F,7,,,,,,,,,0.0,7.00,false,true,false,false,2011
14010896785,Mecaq,,,,,9.5,,,,,0.0,3.23,false,false,false,false,2011
14010896785,ANN1,,,,,12,12,,,,0.0,4.80,false,false,false,false,2011
14010896785,LANE,,,,,9,,,,,0.0,3.60,false,false,false,false,2011
14010896785,ANN2,,,,,12,,,,,0.0,4.80,false,false,false,false,2011
14010896785,APMD,,,,,9,,,,,0.0,3.60,false,false,false,false,2011
14010896786,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896786,ALG1,,,,,8,,,,,0.0,2.72,false,false,false,false,2011
14010896786,info,,,,,10,11.5,,,,0.0,5.38,false,false,false,false,2011
14010996959,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996959,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996960,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896786,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896786,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896786,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896786,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896786,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896786,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896786,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896788,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896788,Info2,,,,,10,11.33,,,,0.0,5.34,false,false,false,false,2011
14010896788,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896788,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896788,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996961,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896790,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996963,Comp,5.5,,,,6,10,,,,0.0,6.75,false,false,false,false,2011
14010996963,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996963,DIG,11.33,,,,,,,,,4.0,11.33,false,true,false,false,2011
14010996963,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996963,P_Log,12.5,,,,14,,,,,4.0,13.01,false,false,false,false,2011
14010996963,RES,4,,,,7.5,,,,,0.0,5.19,false,false,false,false,2011
14010996963,SYS E,6.25,,,,11,12,,,,0.0,8.88,false,false,false,false,2011
14010996963,Th_Gr,13,,,,10.5,,,,,4.0,12.15,false,false,false,false,2011
14010996963,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996963,PFE,17,,,,,,,,,20.0,17.00,false,false,false,false,2011
14010996963,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996963,REC-F,8,,,,,,,,,0.0,8.00,false,true,false,false,2011
14010996963,SYS-D,7,,,,,,,,,0.0,7.00,false,true,false,false,2011
14010996965,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996965,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996967,Comp,6.5,9,,,4,10,,,,0.0,8.00,false,false,true,false,2011
14010996967,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996967,DIG,10.33,,,,,,,,,4.0,10.33,false,true,false,false,2011
14010996967,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996967,P_Log,6,13,,,10,,,,,4.0,11.98,false,false,true,false,2011
14010996967,RES,1,5,,,5.5,,,,,0.0,5.17,false,false,true,false,2011
14010996967,SYS E,6.25,10.5,,,8,10,,,,0.0,9.75,false,false,true,false,2011
14010996967,Th_Gr,13,,,,10.5,,,,,4.0,12.15,false,false,false,false,2011
14010996967,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896788,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896788,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896788,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896788,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996969,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896794,ASSL,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896794,APC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896794,DSP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896794,MC,13,,,,,15,,,,3.0,13.80,false,true,false,false,2011
14010896794,EW,13,,,,17.5,,,,,2.5,14.80,false,false,false,false,2011
14010896794,OWS,10,,,,11,12.25,,,,4.5,10.65,false,false,false,false,2011
14010996967,PFE,15.5,,,,,,,,,20.0,15.50,false,false,false,false,2011
14010996967,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996967,REC-F,9.5,,,,,,,,,0.0,9.50,false,true,false,false,2011
14010996971,Comp,4,,,,3.75,10,,,,0.0,5.44,false,false,false,false,2011
14010996971,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996971,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996971,I G C,12,,,,,,,,,4.0,12.00,false,true,false,false,2011
14010996971,P_Log,5,14.5,,,7,,,,,4.0,11.95,false,false,true,false,2011
14010996971,RES,3.5,3,,,5.75,,,,,0.0,4.27,false,false,false,false,2011
14010996971,SYS E,5.25,,,,9,11,,,,0.0,7.63,false,false,false,false,2011
14010996971,Th_Gr,6,9,,,9,,,,,0.0,9.00,false,false,true,false,2011
14010996971,BDD-A,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996971,PFE,16.25,,,,,,,,,20.0,16.25,false,false,false,false,2011
14010996971,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996971,REC-F,10,,,,,,,,,5.0,10.00,false,true,false,false,2011
14010896791,ALG1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Analy,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,info,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Mecaq,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Elect,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Chim,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,TEC1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Algé2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Aly2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,StatD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,CF,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,STRM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Info2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,His-s,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Tecw,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896791,Agl,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,ALGO,,,,,0.75,6,,,,0.0,1.69,false,false,false,false,2011
14010996973,AN,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,ANG,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,ARCH,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,ITM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,L-M,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,P-S,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,SI,,,,,0,,,,,0.0,0.00,false,false,false,false,2011
14010996973,Algo2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,ANG2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,B-D,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,G-L,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,P-L,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,SD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996973,T-L,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996974,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996976,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,ALG3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,HISM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,LOGM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996975,Comp,5.5,,,,5,10,,,,0.0,6.50,false,false,false,false,2011
14010996975,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996975,DIG,10.33,,,,,,,,,4.0,10.33,false,true,false,false,2011
14010996975,I G C,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996975,P_Log,5,,,,10,,,,,0.0,6.70,false,false,false,false,2011
14010996975,RES,8,,,,5,,,,,0.0,6.98,false,false,false,false,2011
14010996975,SYS E,6,,,,6.5,11,,,,0.0,7.38,false,false,false,false,2011
14010996975,Th_Gr,13.5,,,,9.5,,,,,4.0,12.14,false,false,false,false,2011
14010996975,BDD-A,8.53,,,,,,,,,0.0,8.53,false,true,false,false,2011
14010996975,PFE,17,,,,,,,,,20.0,17.00,false,false,false,false,2011
14010996975,PROGP,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996975,REC-F,9,,,,,,,,,0.0,9.00,false,true,false,false,2011
14010996975,SYS-D,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996978,ALGO,4,,,,8.3,11.6,,,,0.0,6.98,false,false,false,false,2011
14010896796,ANL3,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,ANN1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,LANE,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896796,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896798,ALG1,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896798,Analy,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896798,info,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,TEM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,ALG4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,ANL4,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,ANLC,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,ANN2,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,APMD,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,GEOM,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010996979,PROB,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896797,Comp,3.5,10,,,2.5,10,,,,0.0,8.13,false,false,true,false,2011
14010896797,crypt,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896797,DIG,,,,,,,,,,0.0,0.00,false,false,false,false,2011
14010896797,I G C,10.5,,,,,,,,,4.0,10.50,false,true,false,false,2011
14010896797,P_Log,5,12,,,8,,,,,4.0,10.64,false,false,true,false,2011
14010896797,RES,9,6,,,6.25,,,,,0.0,8.07,false,false,false,false,2011
14010896797,SYS E,2.75,6,,,7,12.5,,,,0.0,7.88,false,false,true,false,2011
14010896797,Th_Gr,11.5,,,,10,,,,,4.0,10.99,false,false,false,false,2011
14010896797,BDD-A,9.69,,,,,,,,,0.0,9.69,false,true,false,false,2011
