student_id,cours_id,exam,td,tp,cours_avg,scholar_year
14011097222,TEC1,11.25,0,0,11.25,2010
14011097222,TPBUR,13,0,0,13.0,2010
14011097222,Agl,3,0,0,3.0,2010
14011097222,Alg?2,7,14.5,0,9.55,2010
14011097222,Aly2,11,13,0,11.68,2010
14011097222,CF,5.25,16,0,8.91,2010
14011097222,His-s,10,0,0,10.0,2010
14011097222,Info2,10,13.5,7.5,10.25,2010
14011097222,StatD,4.5,13.5,0,7.56,2010
14011097222,STRM,12,11,0,11.66,2010
14011097222,Tecw,14,0,0,14.0,2010
14011097224,ALG1,10,15,0,11.7,2010
14011097224,Analy,8.5,13,0,10.03,2010
14011097224,Chim,13,13,0,13.0,2010
14011097224,Elect,11,12,0,11.34,2010
14011097224,info,7,11,18,10.75,2010
14011097224,Mecaq,8.5,14,0,10.37,2010
14011097224,TEC1,11,0,0,11.0,2010
14011097224,TPBUR,12,0,0,12.0,2010
14011097224,Agl,5,0,0,5.0,2010
14011097224,Alg?2,6,12.5,0,8.21,2010
14011097224,Aly2,8,12,0,9.36,2010
14011097224,CF,6,16,0,9.4,2010
14011097224,His-s,11,0,0,11.0,2010
14011097224,Info2,7,12.5,12,9.63,2010
14011097224,StatD,10.5,12,0,11.01,2010
14011097224,STRM,10,12,0,10.68,2010
14011097224,Tecw,13,0,0,13.0,2010
14011097226,ALG1,4,8.5,0,5.53,2010
14011097226,Analy,4.5,13,0,7.39,2010
14011097226,Chim,5,11,0,7.04,2010
14011097226,Elect,11,14,0,12.02,2010
14011097226,info,2.5,7.5,13.5,6.5,2010
14011097226,Mecaq,2,11,0,5.06,2010
14011097226,TEC1,7,0,0,7.0,2010
14011097226,TPBUR,13,0,0,13.0,2010
14011097226,Agl,2,0,0,2.0,2010
14011097226,Alg?2,1,8,0,3.38,2010
14011097226,Aly2,6,12,0,8.04,2010
14011097226,CF,3.25,16,0,7.59,2010
14011097226,His-s,4,0,0,4.0,2010
14011097226,Info2,5,7,6.5,5.88,2010
14010996976,ALG1,3,13,0,6.4,2010
14010996976,info,3,10.5,18,8.63,2010
14010996976,Elect,10,15,0,11.7,2010
14010996978,ALG1,7,10,0,8.02,2010
14010996978,Analy,7.5,12,0,9.03,2010
14010996978,info,7,12.75,14,10.19,2010
14010996978,Mecaq,10,10,0,10.0,2010
14010996978,Elect,5,12,0,7.38,2010
14010996978,Chim,8.5,11,0,9.35,2010
14010996978,TEC1,8,0,0,8.0,2010
14010996978,Alg?2,8,11.5,0,10.51,2010
14010996978,Aly2,5,13,0,10.03,2010
14010996978,StatD,2,9,0,4.88,2010
14010996978,CF,13.5,13.5,0,13.5,2010
14010996978,STRM,7,10,0,8.02,2010
14010996978,Info2,12.5,17,14,14.0,2010
14010996978,His-s,10,0,0,10.0,2010
14011097226,StatD,2,8.5,0,4.21,2010
14011097226,STRM,11,10,0,10.66,2010
14011097226,Tecw,10.5,0,0,10.5,2010
14011097228,ALG1,2.5,15,0,6.75,2010
14011097228,Analy,9,13,0,10.36,2010
14011097228,Chim,16.5,15.5,0,16.16,2010
14011097228,Elect,15.5,14,0,14.99,2010
14011097228,info,5,10.5,17,9.38,2010
14011097228,Mecaq,9,15,0,11.04,2010
14011097228,TEC1,11,0,0,11.0,2010
14011097228,TPBUR,15,0,0,15.0,2010
14011097228,Agl,5,0,0,5.0,2010
14011097228,Alg?2,10,11.5,0,10.51,2010
14011097228,Aly2,13,13,0,13.0,2010
14011097228,CF,6.5,16,0,9.73,2010
14011097228,His-s,12,0,0,12.0,2010
14011097228,Info2,8.5,13,7.5,9.38,2010
14011097228,StatD,9.75,14,0,11.2,2010
14011097228,STRM,14.5,12,0,13.65,2010
14011097228,Tecw,11.5,0,0,11.5,2010
14011097230,ALG1,13,9.5,0,11.81,2010
14011097230,Analy,13.5,13,0,13.33,2010
14011097230,Chim,16.5,16,0,16.33,2010
14010996978,Tecw,11.5,0,0,11.5,2010
14010996978,Agl,6,0,0,8.0,2010
14010996981,ALG1,0,0,0,0.0,2010
14010996981,Analy,0,0,0,0.0,2010
14010996981,info,0,0,0,0.0,2010
14011097230,Elect,13.5,14,0,13.67,2010
14011097230,info,7,13,11,9.5,2010
14011097230,Mecaq,13,15,0,13.68,2010
14011097230,TEC1,12,0,0,12.0,2010
14011097230,TPBUR,13,0,0,13.0,2010
14011097230,Agl,6,0,0,6.0,2010
14011097230,Alg?2,5.5,8.5,0,6.52,2010
14011097230,Aly2,11,13.5,0,11.85,2010
14011097230,CF,7.5,16,0,10.39,2010
14011097230,His-s,10,0,0,10.0,2010
14011097230,Info2,5.5,9,2,5.5,2010
14011097230,StatD,3.5,14,0,7.07,2010
14011097230,STRM,14,11.5,0,13.15,2010
14011097230,Tecw,11.5,0,0,11.5,2010
14011097487,ALG1,13,13,0,13.0,2010
14011097487,Analy,16.5,14,0,15.65,2010
14011097487,Chim,16,15,0,15.66,2010
14011097487,Elect,17,12,0,15.3,2010
14011097487,info,3.5,11.5,15.5,8.5,2010
14011097487,Mecaq,6,13,0,8.38,2010
14011097487,TEC1,10.5,0,0,10.5,2010
14011097487,TPBUR,16,0,0,16.0,2010
14011097487,Agl,5,0,0,5.0,2010
14011097487,Alg?2,9,15.5,0,11.21,2010
14011097487,Aly2,8,14,0,10.04,2010
14011097487,CF,7.5,17.5,0,10.9,2010
14011097487,His-s,8,0,0,8.0,2010
14011097487,Info2,6,12,6.5,7.63,2010
14011097487,StatD,2,8,0,4.04,2010
14011097487,STRM,14,10,0,12.64,2010
14011097487,Tecw,11.5,0,0,11.5,2010
14011097234,ALG1,2,9,0,4.38,2010
14011097234,Analy,3.5,13,0,6.73,2010
14011097234,Chim,7.5,12,0,9.03,2010
14011097234,Elect,9.5,14,0,11.03,2010
14011097234,info,2.5,9.5,13,6.88,2010
14010996981,Mecaq,0,0,0,0.0,2010
14010996981,Elect,0,0,0,0.0,2010
14010996981,Chim,0,0,0,0.0,2010
14010996981,TEC1,0,0,0,0.0,2010
14010996981,Alg?2,0,0,0,0.0,2010
14010996981,Aly2,0,0,0,0.0,2010
14010996981,StatD,0,0,0,0.0,2010
14010996981,CF,0,0,0,0.0,2010
14010996981,STRM,0,0,0,0.0,2010
14010996981,Info2,0,0,0,0.0,2010
14010996981,His-s,0,0,0,0.0,2010
14010996981,Tecw,0,0,0,0.0,2010
14010996981,Agl,0,0,0,0.0,2010
14011097234,Mecaq,4,6,0,4.68,2010
14011097234,TEC1,9.25,0,0,9.25,2010
14011097234,TPBUR,10,0,0,10.0,2010
14011097234,Agl,3,0,0,5.0,2010
14011097234,Alg?2,4,11,0,8.36,2010
14011097234,Aly2,9,12,0,10.02,2010
14011097234,CF,6.75,19,0,10.92,2010
14011097234,His-s,8,0,0,8.0,2010
14011097234,Info2,6.5,11,6.5,8.13,2010
14011097234,StatD,2,9,0,9.66,2010
14011097234,STRM,12.5,6.75,0,10.55,2010
14011097234,Tecw,12.5,0,0,12.5,2010
14011097236,ALG1,1,8,0,6.68,2010
14011097236,Analy,5.5,14,0,8.39,2010
14011097236,Chim,5,11,0,9.02,2010
14011097236,Elect,8,11,0,9.02,2010
14011097236,info,3.5,7,10,6.0,2010
14011097236,Mecaq,2,11,0,5.06,2010
14011097236,TEC1,6.75,0,0,6.75,2010
14011097236,TPBUR,10,0,0,10.0,2010
14011097236,Agl,2,0,0,8.0,2010
14011097236,Alg?2,3,5,0,3.68,2010
14011097236,Aly2,3,12,0,6.06,2010
14011097236,CF,1.5,0,0,0.99,2010
14011097236,His-s,6,0,0,6.0,2010
14011097236,Info2,1.5,3,0,1.5,2010
14011097236,StatD,1.25,7,0,4.86,2010
14011097236,STRM,2.5,1.5,0,3.15,2010
14011097402,Aly2,2.5,13,0,7.72,2010
14011097402,CF,9,12,0,11.34,2010
14011097402,His-s,3,0,0,5.0,2010
14011097402,Info2,6.5,12.5,11,10.88,2010
14011097402,StatD,4,8,0,5.36,2010
14011097402,STRM,5.5,8.5,0,8.17,2010
14011097402,Tecw,13,0,0,13.0,2010
14011097404,ALG1,8,11.5,0,9.19,2010
14011097404,Analy,12,12,0,12.0,2010
14011097404,Chim,10,12,0,10.68,2010
14011097404,Elect,11.5,13,0,12.01,2010
14011097404,info,8,13,14,10.75,2010
14011097404,Mecaq,6,11,0,7.7,2010
14011097404,TEC1,11,0,0,11.0,2010
14011097404,TPBUR,13,0,0,13.0,2010
14011097404,Agl,3,0,0,5.0,2010
14011097404,Alg?2,4,10,0,10.0,2010
14011097404,Aly2,8.5,13,0,10.03,2010
14011097404,CF,7,12,0,10.68,2010
14011097404,His-s,7,0,0,10.0,2010
14011097404,Info2,5,7,11,8.0,2010
14011097404,StatD,3.5,8.5,0,6.69,2010
14011097404,STRM,4,5,0,5.66,2010
14011097404,Tecw,14,0,0,14.0,2010
14011097405,ALG1,4,11,0,6.38,2010
14011097405,Analy,8,11,0,9.02,2010
14011097405,Chim,7.5,12,0,9.03,2010
14011097405,Elect,5,14,0,8.06,2010
14011097405,info,3,6,16,7.0,2010
14011097405,Mecaq,5,11,0,7.04,2010
14011097405,TEC1,10,0,0,10.0,2010
14011097405,TPBUR,14,0,0,14.0,2010
14011097405,Agl,3,0,0,3.0,2010
14011097405,Alg?2,7,13,0,9.04,2010
14011097405,Aly2,3,0,0,1.98,2010
14011097405,CF,0.5,1,0,0.67,2010
14011097405,His-s,4,0,0,4.0,2010
14011097405,Info2,2,0,1,1.25,2010
14011097405,StatD,0.5,6,0,2.37,2010
14011097405,STRM,2.5,0,0,1.65,2010
14011097405,Tecw,9,0,0,9.0,2010
14011097407,ALG1,1,10,0,4.06,2010
14011097407,Analy,9,12,0,10.02,2010
14011097407,Chim,8,12,0,9.36,2010
14011097407,Elect,7.5,15,0,10.05,2010
14011097407,info,1,6,13,5.25,2010
14011097407,Mecaq,3,11,0,5.72,2010
14011097407,TEC1,10.5,0,0,10.5,2010
14011097407,TPBUR,11,0,0,11.0,2010
14011097407,Agl,4,0,0,6.0,2010
14011097407,Alg?2,6,11,0,7.7,2010
14011097407,Aly2,5.5,13,0,8.05,2010
14011097407,CF,3,1,0,8.26,2010
14011097407,His-s,5,0,0,10.0,2010
14011097407,Info2,2,0,4.5,2.63,2010
14011097407,StatD,1.75,9,0,4.88,2010
14011097407,STRM,5,6.5,0,6.17,2010
14011097407,Tecw,11,0,0,11.0,2010
14011097409,ALG1,0,0,0,0.0,2010
14011097409,Analy,3.5,10,0,5.71,2010
14011097409,Chim,0,0,0,0.0,2010
14011097409,Elect,0,0,0,0.0,2010
14011097409,info,0,0,0,0.0,2010
14011097409,Mecaq,0,0,0,0.0,2010
14011097409,TEC1,0,0,0,0.0,2010
14011097409,TPBUR,0,0,0,0.0,2010
14011097409,Agl,0,0,0,0.0,2010
14011097409,Alg?2,0,0,0,0.0,2010
14011097409,Aly2,0,0,0,0.0,2010
14011097409,CF,0,0,0,0.0,2010
14011097409,His-s,3,0,0,3.0,2010
14011097409,Info2,0,0,0,0.0,2010
14011097409,StatD,0,0,0,0.0,2010
14011097409,STRM,0,0,0,0.0,2010
14011097409,Tecw,0,0,0,0.0,2010
14011097411,ALG1,6,10,0,7.36,2010
14011097411,Analy,9,13,0,10.36,2010
14011097411,Chim,6,14,0,10.04,2010
14011097411,Elect,9,13,0,10.36,2010
14011097411,info,2,6.5,7,5.88,2010
14011097411,Mecaq,9,12.5,0,10.19,2010
14011097411,TEC1,7,0,0,7.0,2010
14011097411,TPBUR,10,0,0,10.0,2010
14011097411,Agl,3,0,0,5.0,2010
14011097411,Alg?2,7,10,0,10.0,2010
14011097411,Aly2,9.5,13,0,10.69,2010
14011097411,CF,7.75,11,0,12.32,2010
14011097411,His-s,7,0,0,7.0,2010
14011097411,Info2,5.5,6,11,7.75,2010
14011097411,StatD,4,11,0,6.38,2010
14011097411,STRM,8,11.75,0,9.28,2010
14011097411,Tecw,13.5,0,0,13.5,2010
14011097413,ALG1,1,10,0,4.06,2010
14011097413,Analy,5,12,0,7.38,2010
14011097413,Chim,8.5,12,0,9.69,2010
14011097413,Elect,1,0,0,0.66,2010
14011097413,info,0.5,3.5,0,1.13,2010
14011097413,Mecaq,0,0,0,0.0,2010
14011097413,TEC1,11,0,0,11.0,2010
14011097413,TPBUR,12.5,0,0,12.5,2010
14011097413,Agl,0,0,0,0.0,2010
14011097413,Alg?2,2,4,0,2.68,2010
14011097413,Aly2,0,0,0,0.0,2010
14011097413,CF,0,0,0,0.0,2010
14011097413,His-s,0,0,0,0.0,2010
14011097413,Info2,0,0,0.5,0.13,2010
14011097413,StatD,0,7,0,2.38,2010
14011097413,STRM,0,2,0,0.68,2010
14011097413,Tecw,0,0,0,0.0,2010
14011097415,ALG1,2,11,0,5.06,2010
14011097415,Analy,7,11,0,8.36,2010
14011097415,Chim,6.5,12,0,8.37,2010
14011097415,Elect,8,0,0,5.28,2010
14011097415,info,2,0,0,1.0,2010
14011097415,Mecaq,3.5,10,0,5.71,2010
14011097415,TEC1,11,0,0,11.0,2010
14011097415,TPBUR,14.5,0,0,14.5,2010
14011097415,Agl,0,0,0,0.0,2010
14011097415,Alg?2,0,0,0,0.0,2010
14011097415,Aly2,0,0,0,0.0,2010
14011097415,CF,0,0,0,0.0,2010
14011097415,His-s,0,0,0,0.0,2010
14011097415,Info2,0,0,0,0.0,2010
14011097415,StatD,0,0,0,0.0,2010
14011097415,STRM,0,0,0,0.0,2010
14011097415,Tecw,0,0,0,0.0,2010
14011097416,ALG1,5,10.5,0,8.19,2010
14011097416,Analy,4,12,0,6.72,2010
14011097416,Chim,7.5,12,0,10.02,2010
14011097416,Elect,3,12,0,6.06,2010
14011097416,info,3,7.75,15,7.44,2010
14011097416,Mecaq,3,12,0,10.68,2010
14011097416,TEC1,9.5,0,0,9.5,2010
14011097416,TPBUR,14,0,0,14.0,2010
14011097416,Agl,6,0,0,6.0,2010
14011097416,Alg?2,2,10,0,8.68,2010
14011097416,Aly2,6,13,0,8.38,2010
14011097416,CF,6,13,0,10.03,2010
14011097416,His-s,11,0,0,11.0,2010
14011097416,Info2,4.5,8,14.5,8.13,2010
14011097416,StatD,4.5,11.5,0,8.86,2010
14011097416,STRM,6.5,9,0,7.68,2010
14011097416,Tecw,12,0,0,12.0,2010
14011097418,ALG1,10.5,11,0,10.67,2010
14011097418,Analy,14.5,15,0,14.67,2010
14011097418,Chim,7.5,12,0,9.03,2010
14011097418,Elect,8.5,14,0,10.37,2010
14011097418,info,5.5,6.5,0,4.38,2010
14011097418,Mecaq,9,12,0,10.02,2010
14011097418,TEC1,8.5,0,0,8.5,2010
14011097418,TPBUR,14.5,0,0,14.5,2010
14011097418,Agl,2,0,0,4.0,2010
14011097418,Alg?2,10,12,0,10.68,2010
14011097418,Aly2,12,12,0,12.0,2010
14011097418,CF,2,11,0,12.98,2010
14011097418,His-s,10,0,0,10.0,2010
14011097418,Info2,6,10,12,8.5,2010
14011097418,StatD,2.75,8.5,0,4.87,2010
14011097418,STRM,12.5,10.5,0,11.82,2010
14011097418,Tecw,12,0,0,12.0,2010
14011097419,ALG1,10,11.5,0,10.51,2010
14011097419,Analy,12,12,0,12.0,2010
14011097419,Chim,12,15,0,13.02,2010
14011097419,Elect,9.5,14,0,11.03,2010
14011097419,info,3,5.5,12,5.88,2010
14011097419,Mecaq,6,12,0,8.04,2010
14011097419,TEC1,9.5,0,0,9.5,2010
14011097419,TPBUR,15,0,0,15.0,2010
14011097419,Agl,2,0,0,8.0,2010
14011097419,Alg?2,4,10,0,8.68,2010
14011097419,Aly2,6.5,12.5,0,11.18,2010
14011097419,CF,6,8,0,10.31,2010
14011097419,His-s,5,0,0,10.0,2010
14011097419,Info2,4.5,7,8,6.25,2010
14011097419,StatD,0,9.5,0,7.19,2010
14011097419,STRM,9.5,0,0,6.27,2010
14011097419,Tecw,16.5,0,0,16.5,2010
14011097420,ALG1,3.5,12,0,6.39,2010
14011097420,Analy,13,13.5,0,13.17,2010
14011097420,Chim,7.5,12,0,9.03,2010
14011097420,Elect,18,16,0,17.32,2010
14011097420,info,7,19.75,14,11.94,2010
14011097420,Mecaq,10,12.5,0,10.85,2010
14011097420,TEC1,9,0,0,9.0,2010
14011097420,TPBUR,13.5,0,0,13.5,2010
14011097420,Agl,5,0,0,5.0,2010
14011097420,Alg?2,5,11,0,7.04,2010
14011097420,Aly2,8.5,12,0,9.69,2010
14011097420,CF,7,10,0,8.02,2010
14011097420,His-s,11,0,0,11.0,2010
14011097420,Info2,7,13,10.5,9.38,2010
14011097420,StatD,1.5,8,0,3.71,2010
14011097420,STRM,8.25,7.5,0,8.0,2010
14011097420,Tecw,12.5,0,0,12.5,2010
14011097421,ALG1,2,11.5,0,5.23,2010
14011097421,Analy,7,12,0,8.7,2010
14011097421,Chim,10,12,0,10.68,2010
14011097421,Elect,2,12,0,5.4,2010
14011097421,info,1,4,14.5,5.13,2010
14011097421,Mecaq,2.5,11,0,5.39,2010
14011097421,TEC1,6,0,0,6.0,2010
14011097421,TPBUR,12.5,0,0,12.5,2010
14011097421,Agl,2,0,0,2.0,2010
14011097421,Alg?2,8,13,0,9.7,2010
14011097421,Aly2,3,8,0,4.7,2010
14011097421,CF,0.5,1,0,0.67,2010
14011097421,His-s,5,0,0,5.0,2010
14011097421,Info2,3,0,0,1.5,2010
14011097421,StatD,1,7,0,3.04,2010
14011097421,STRM,5.75,0,0,4.62,2010
14011097421,Tecw,5,0,0,5.0,2010
14011097422,ALG1,8,11.5,0,9.19,2010
14011097422,Analy,8,12,0,9.36,2010
14011097422,Chim,16,16,0,16.0,2010
14011097422,Elect,14,14,0,14.0,2010
14011097422,info,10,12.5,14,11.63,2010
14011097422,Mecaq,5,11,0,7.04,2010
14011097422,TEC1,10.5,0,0,10.5,2010
14011097422,TPBUR,14,0,0,14.0,2010
14011097422,Agl,8,0,0,8.0,2010
14011097422,Alg?2,5,11,0,7.04,2010
14011097422,Aly2,2,12.5,0,5.57,2010
14011097422,CF,7,15,0,9.72,2010
14011097422,His-s,11,0,0,11.0,2010
14011097422,Info2,12,10.5,14,12.13,2010
14011097422,StatD,3.75,11,0,6.22,2010
14011097422,STRM,11,11,0,11.0,2010
14011097422,Tecw,15,0,0,15.0,2010
14011097423,ALG1,0,0,0,0.0,2010
14011097423,Analy,0,0,0,0.0,2010
14011097423,Chim,0,0,0,0.0,2010
14011097423,Elect,0,0,0,0.0,2010
14011097423,info,0,0,0,0.0,2010
14011097423,Mecaq,0,0,0,0.0,2010
14011097423,TEC1,0,0,0,0.0,2010
14011097423,TPBUR,0,0,0,0.0,2010
14011097423,Agl,0,0,0,0.0,2010
14011097423,Alg?2,0,0,0,0.0,2010
14011097423,Aly2,0,0,0,0.0,2010
14011097423,CF,0,0,0,0.0,2010
14011097423,His-s,0,0,0,0.0,2010
14011097423,Info2,0,0,0,0.0,2010
14011097423,StatD,0,0,0,0.0,2010
14011097423,STRM,0,0,0,0.0,2010
14011097423,Tecw,0,0,0,0.0,2010
14011097425,ALG1,10,12,0,10.68,2010
14011097425,Analy,13.5,16,0,14.35,2010
14011097425,Chim,10,12,0,10.68,2010
14011097425,Elect,8,15,0,10.38,2010
14011097425,info,4,0,10,4.5,2010
14011097425,Mecaq,7,12.5,0,10.85,2010
14011097425,TEC1,9,0,0,9.0,2010
14011097425,TPBUR,11,0,0,11.0,2010
14011097425,Agl,4,0,0,10.0,2010
14011097425,Alg?2,9,12,0,10.02,2010
14011097425,Aly2,7,15,0,11.04,2010
14011097425,CF,11.5,11,0,11.33,2010
14011097425,His-s,8,0,0,8.0,2010
14011097425,Info2,3,1.5,10,4.88,2010
14011097425,StatD,3,7,0,5.19,2010
14011097425,STRM,9,10.25,0,9.43,2010
14011097425,Tecw,7,0,0,12.0,2010
14011097427,ALG1,4,11,0,6.38,2010
14011097427,Analy,5,12.5,0,7.55,2010
14011097427,Chim,6,12,0,8.04,2010
14011097427,Elect,3,11,0,5.72,2010
14011097427,info,2,4,15.5,5.88,2010
14011097427,Mecaq,2,10,0,4.72,2010
14011097427,TEC1,6.5,0,0,6.5,2010
14011097427,TPBUR,12,0,0,12.0,2010
14011097427,Agl,2,0,0,2.0,2010
14011097427,Alg?2,3,6,0,4.02,2010
14011097427,Aly2,0,0,0,0.0,2010
14011097427,CF,3,1,0,2.32,2010
14011097427,His-s,2,0,0,2.0,2010
14011097427,Info2,2,0,1,1.25,2010
14011097427,StatD,3,6,0,4.02,2010
14011097427,STRM,4,0,0,2.64,2010
14011097427,Tecw,9,0,0,9.0,2010
14011097429,ALG1,3,10,0,5.38,2010
14011097429,Analy,8,13.5,0,9.87,2010
14011097429,Chim,6,12,0,8.04,2010
14011097429,Elect,8.5,14,0,10.37,2010
14011097429,info,3.5,3.5,11,5.38,2010
14011097429,Mecaq,5,10.5,0,6.87,2010
14011097429,TEC1,9.5,0,0,9.5,2010
14011097429,TPBUR,11,0,0,11.0,2010
14011097429,Agl,2,0,0,5.0,2010
14011097429,Alg?2,6,10,0,7.36,2010
14011097429,Aly2,6,8,0,7.01,2010
14011097429,CF,1,9,0,4.38,2010
14011097429,His-s,3,0,0,4.0,2010
14011097429,Info2,2,4.5,12.5,5.25,2010
14011097429,StatD,1,9,0,8.01,2010
14011097429,STRM,4,8.5,0,8.17,2010
14011097429,Tecw,8.5,0,0,8.5,2010
14011097431,ALG1,0,0,0,0.0,2010
14011097431,Analy,0,0,0,0.0,2010
14011097431,Chim,0,0,0,0.0,2010
14011097431,Elect,0,10,0,3.4,2010
14011097431,info,0,0,0,0.0,2010
14011097431,Mecaq,0,0,0,0.0,2010
14011097431,TEC1,0,0,0,0.0,2010
14011097431,TPBUR,0,0,0,0.0,2010
14011097431,Agl,0,0,0,0.0,2010
14011097431,Alg?2,0,0,0,0.0,2010
14011097431,Aly2,0,0,0,0.0,2010
14011097431,CF,0,0,0,0.0,2010
14011097431,His-s,0,0,0,0.0,2010
14011097431,Info2,2,0,0,1.0,2010
14011097431,StatD,0,0,0,0.0,2010
14011097431,STRM,0,0,0,0.0,2010
14011097431,Tecw,0,0,0,0.0,2010
14011097433,ALG1,5,11,0,7.04,2010
14011097433,Analy,13,14,0,13.34,2010
14011097433,Chim,6.5,12,0,8.37,2010
14011097433,Elect,12,15,0,13.02,2010
14011097433,info,5,11.5,15,9.13,2010
14011097433,Mecaq,6,12.5,0,8.21,2010
14011097433,TEC1,8.75,0,0,8.75,2010
14011097433,TPBUR,11,0,0,11.0,2010
14011097433,Agl,2,0,0,4.0,2010
14011097433,Alg?2,5,11,0,7.37,2010
14011097433,Aly2,6.5,12,0,12.0,2010
14011097433,CF,10,11,0,10.34,2010
14011097433,His-s,6,0,0,10.0,2010
14011097433,Info2,5,10,10.5,8.13,2010
14011097433,StatD,10,12,0,10.68,2010
14011097433,STRM,12,10.5,0,11.49,2010
14011097433,Tecw,9,0,0,11.0,2010
14011097434,ALG1,5,11,0,7.04,2010
14011097434,Analy,4.5,10,0,6.37,2010
14011097434,Chim,2,12,0,5.4,2010
14011097434,Elect,1,11,0,4.4,2010
14011097434,info,2,5.5,14.5,6.0,2010
14011097434,Mecaq,2,10,0,4.72,2010
14011097434,TEC1,12,0,0,12.0,2010
14011097434,TPBUR,12.25,0,0,12.25,2010
14011097434,Agl,0,0,0,0.0,2010
14011097434,Alg?2,0,0,0,0.0,2010
14011097434,Aly2,0,0,0,0.0,2010
14011097434,CF,0,0,0,0.0,2010
14011097434,His-s,0,0,0,0.0,2010
14011097434,Info2,2,0,0,1.0,2010
14011097434,StatD,1,6,0,2.7,2010
14011097434,STRM,1,0,0,0.66,2010
14011097434,Tecw,0,0,0,0.0,2010
14011097436,ALG1,9,11,0,9.68,2010
14011097436,Analy,5.5,12,0,7.71,2010
14011097436,Chim,12,13,0,12.34,2010
14011097436,Elect,9,13,0,10.36,2010
14011097436,info,8.5,17.25,14.5,12.19,2010
14011097436,Mecaq,12,11,0,11.66,2010
14011097436,TEC1,8.5,0,0,8.5,2010
14011097436,TPBUR,16,0,0,16.0,2010
14011097436,Agl,7,0,0,7.0,2010
14011097436,Alg?2,7,12,0,8.7,2010
14011097436,Aly2,8.5,14,0,10.37,2010
14011097436,CF,6,12,0,8.04,2010
14011097436,His-s,5,0,0,5.0,2010
14011097436,Info2,8,13.5,14,10.88,2010
14011097436,StatD,1.25,9,0,3.89,2010
14011097436,STRM,10,13.5,0,11.19,2010
14011097436,Tecw,14.5,0,0,14.5,2010
14011097438,ALG1,1,12,0,4.74,2010
14011097438,Analy,10,12,0,10.68,2010
14011097438,Chim,6,12,0,8.04,2010
14011097438,Elect,7,14,0,9.38,2010
14011097438,info,1.5,4.5,13,5.13,2010
14011097438,Mecaq,7,11,0,8.36,2010
14011097438,TEC1,8,0,0,8.0,2010
14011097438,TPBUR,14,0,0,14.0,2010
14011097438,Agl,2,0,0,2.0,2010
14011097438,Alg?2,5,11,0,8.36,2010
14011097438,Aly2,4,12,0,6.72,2010
14011097438,CF,3,9,0,5.04,2010
14011097438,His-s,2,0,0,3.0,2010
14011097438,Info2,2,2,15,5.25,2010
14011097438,StatD,1.5,9,0,5.04,2010
14011097438,STRM,4.5,0,0,4.29,2010
14011097438,Tecw,3,0,0,3.0,2010
14011097510,ALG1,13,15,0,13.68,2010
14011097510,Analy,7.5,13,0,9.37,2010
14011097510,Chim,13,15.5,0,13.85,2010
14011097510,Elect,14.5,16,0,15.01,2010
14011097510,info,7,12,12,9.5,2010
14011097510,Mecaq,5,13,0,7.72,2010
14011097510,TEC1,11,0,0,11.0,2010
14011097510,TPBUR,12,0,0,12.0,2010
14011097510,Agl,10,0,0,10.0,2010
14011097510,Alg?2,11,15,0,12.36,2010
14011097510,Aly2,9.5,16,0,11.71,2010
14011097510,CF,9,20,0,12.74,2010
14011097510,His-s,7,0,0,7.0,2010
14011097510,Info2,6,15.5,14,10.38,2010
14011097510,StatD,7,14,0,9.38,2010
14011097510,STRM,10,11.5,0,10.51,2010
14011097510,Tecw,14.5,0,0,14.5,2010
14011097513,ALG1,10,10,0,10.0,2010
14011097513,Analy,9.5,11,0,10.01,2010
14011097513,Chim,10,15,0,11.7,2010
14011097513,Elect,17.5,16,0,16.99,2010
14011097513,info,4.5,11,14.5,8.63,2010
14011097513,Mecaq,4.5,13,0,7.39,2010
14011097513,TEC1,11,0,0,11.0,2010
14011097513,TPBUR,10,0,0,10.0,2010
14011097513,Agl,8,0,0,11.0,2010
14011097513,Alg?2,7,12,0,11.34,2010
14011097513,Aly2,7,13,0,11.68,2010
14011097513,CF,8.5,20,0,12.41,2010
14011097513,His-s,7,0,0,10.0,2010
14011097513,Info2,7,6,12,8.5,2010
14011097513,StatD,1,11,0,12.32,2010
14011097513,STRM,10,11.75,0,10.6,2010
14011097513,Tecw,15.5,0,0,15.5,2010
14011097441,ALG1,9.5,13,0,10.69,2010
14011097441,Analy,9.5,13,0,10.69,2010
14011097441,Chim,14,15,0,14.34,2010
14011097441,Elect,16.5,16,0,16.33,2010
14011097441,info,6.5,10.5,15.5,9.75,2010
14011097441,Mecaq,4,12.5,0,6.89,2010
14011097441,TEC1,12.25,0,0,12.25,2010
14011097441,TPBUR,10,0,0,10.0,2010
14011097441,Agl,12,0,0,12.0,2010
14011097441,Alg?2,11,13,0,11.68,2010
14011097441,Aly2,9,15,0,11.04,2010
14011097441,CF,11,19,0,13.72,2010
14011097441,His-s,10,0,0,10.0,2010
14011097441,Info2,8.5,16.5,12,11.38,2010
14011097441,StatD,1,11,0,4.4,2010
14011097441,STRM,9,12.5,0,10.19,2010
14011097441,Tecw,15,0,0,15.0,2010
14011097516,ALG1,6,10,0,7.36,2010
14011097516,Analy,5.5,12,0,10.02,2010
14011097516,Chim,10.5,14.5,0,11.86,2010
14011097516,Elect,8.5,15,0,10.71,2010
14011097516,info,5,11.5,13,8.63,2010
