student_id,cours_id,exam,TD,TP,course_avg,scholar_year
14011298947,Aly2,,13,,0.0,2015
14011298949,StatD,,12,,0.0,2015
14011298950,STRM,,8,,0.0,2015
14011298952,STRM,,8,,0.0,2015
14011298954,StatD,,11,,0.0,2015
14011298955,P.FE,17,,,17.0,2016
14011298957,Tecw,,,,0.0,2015
14011298959,PROB,,,,0.0,2015
14011298962,PFER,17,,,17.0,2016
14011298964,PFER,17.5,,,17.5,2016
14011298968,T-L,,,,0.0,2015
14011298970,PROB,,,,0.0,2015
14011298971,Tecw,,,,0.0,2015
14011298973,Tecw,,,,0.0,2015
14011298974,PROB,,,,0.0,2015
14011298975,Tecw,,,,0.0,2015
14011298977,PFER,16,,,16.0,2016
14011298979,PFEM1,18,,,18.0,2016
14011298981,Info2,,8,11,0.0,2015
14011298983,STRM,,8,,0.0,2015
14011298985,PROB,,,,0.0,2015
14011298987,STRM,,11,,0.0,2015
14011298989,PROB,,,,0.0,2015
14011298990,PROB,,,,0.0,2015
14011298991,Tecw,,,,0.0,2015
14011298993,STRM,,6,,0.0,2015
14011298994,Tecw,,,,0.0,2015
14011298995,Tecw,,,,0.0,2015
14011298996,STRM,,10,,0.0,2015
14011298997,Tecw,,,,0.0,2015
14011298998,info,,,13,0.0,2015
14011298999,PROB,,,,0.0,2015
14011299001,Tecw,,,,0.0,2015
14011299003,STRM,,12.5,,0.0,2015
14011299004,PROB,,,,0.0,2015
14011299005,Tecw,,,,0.0,2015
14011299007,Info2,,8,11.75,0.0,2015
14011299008,Tecw,,,,0.0,2015
14011299009,STRM,,5,,0.0,2015
14011299010,P.FE,16.66,,,16.66,2016
14011299011,CF,,,,0.0,2015
14011299012,Tecw,,,,0.0,2015
14011299013,Tecw,,,,0.0,2015
14011299014,Tecw,,,,0.0,2015
14011299015,T-L,,9.5,,0.0,2015
14011299016,Tecw,,,,0.0,2015
14011299017,STRM,,12,,0.0,2015
14011299019,STRM,,10,,0.0,2015
14011299020,Tecw,,,,0.0,2015
14011299022,PROB,,,,0.0,2015
14011299023,PROB,,,,0.0,2015
14011299024,PFER,15,,,15.0,2016
14011299025,PROB,,,,0.0,2015
14011299026,JVA,,,,0.0,2015
14011299027,PROB,,,,0.0,2015
14011299028,PROB,,,,0.0,2015
14011299029,PROB,,,,0.0,2015
14011299030,Tecw,,,,0.0,2015
14011299031,StatD,,12,,0.0,2015
14011299032,P.FE,17.75,,,17.75,2016
14011299033,Tecw,,,,0.0,2015
14011299035,Tecw,,,,0.0,2015
14011299037,Tecw,,,,0.0,2015
14011299038,PFER,16.5,,,16.5,2016
14011299040,Info2,,10.25,9,0.0,2015
14011299043,PROB,,,,0.0,2015
14011299044,Tecw,,,,0.0,2015
14011299046,PROB,,,,0.0,2015
14011299051,PROB,,,,0.0,2015
14011299054,StatD,,12,,0.0,2015
14011299057,Info2,,8,11.5,0.0,2015
14011299059,STRM,,8,,0.0,2015
14011299060,Tecw,,,,0.0,2015
14011299062,Tecw,,,,0.0,2015
14011299064,STRM,,7,,0.0,2015
14011299066,T-L,,10,,0.0,2015
14011299067,STRM,,9,,0.0,2015
14011299068,T-L,,8,,0.0,2015
14011299071,STRM,,11.5,,0.0,2015
14011299074,PROB,,,,0.0,2015
14011299076,StatD,,13,,0.0,2015
14011299078,Info2,,7,13,0.0,2015
14011299080,RLE,1,,10.75,4.9,2015
14011299082,Tecw,,,,0.0,2015
14011299083,Tecw,,,,0.0,2015
14011299085,Tecw,,,,0.0,2015
14011299087,Tecw,,,,0.0,2015
14011299088,Tecw,,,,0.0,2015
14011299090,StatD,,13,,0.0,2015
14011299091,Tecw,,,,0.0,2015
14011299093,PROB,,,,0.0,2015
14011299095,Mecaq,,16,,0.0,2015
14011299097,Aly2,,10.5,,0.0,2015
14011299099,Tecw,,,,0.0,2015
14011299101,STRM,,9,,0.0,2015
14011299104,PROB,,,,0.0,2015
14011299105,RLE,1.5,,11.5,8.2,2015
14011299106,T-L,,,,0.0,2015
14011299110,PFER,16,,,16.0,2016
14011299111,Tecw,,,,0.0,2015
14011299112,PROB,,,,0.0,2015
14011299113,PROB,,,,0.0,2015
14011299115,STRM,,6,,0.0,2015
14011299116,PFEM1,16.5,,,16.5,2016
14011299118,P.FE,17.75,,,17.75,2016
14011299119,STRM,,10,,0.0,2015
14011299121,info,,8,10.75,0.0,2015
14011299122,PFER,16.5,,,16.5,2016
14011299125,STRM,,10,,0.0,2015
14011299128,StatD,,13,,0.0,2015
14011299129,Info2,,8.25,10,0.0,2015
14011299130,Tecw,,,,0.0,2015
14011299133,Tecw,,,,0.0,2015
14011299134,Info2,,11,10.5,0.0,2015
14011299136,P.FE,17.5,,,17.5,2016
14011299138,STRM,,4,,0.0,2015
14011299139,Tecw,,,,0.0,2015
14011299141,Tecw,,,,0.0,2015
14011299143,T-L,,0,,0.0,2015
14011299146,T-L,,8.5,,0.0,2015
14011299148,Tecw,,,,0.0,2015
14011299150,Tecw,,,,0.0,2015
14011299152,PROB,,,,0.0,2015
14011299154,Tecw,,,,0.0,2015
14011299156,Tecw,,,,0.0,2015
14011299160,Tecw,,,,0.0,2015
14011299161,PROB,,,,0.0,2015
14011299164,STRM,,7,,0.0,2015
14011299166,STRM,,7,,0.0,2015
14011299168,Tecw,,,,0.0,2015
14011299169,Tecw,,,,0.0,2015
14011299172,Tecw,,,,0.0,2015
14011299173,T-L,,2.5,,0.0,2015
14011299174,P.FE,17.5,,,17.5,2016
14011299176,PROB,,,,0.0,2015
14011299178,PROB,,,,0.0,2015
14011299180,PFEM1,15.5,,,15.5,2016
14011299182,PROB,,,,0.0,2015
14011299191,Tecw,,,,0.0,2015
14011299193,StatD,,10,,0.0,2015
14011299195,PROB,,,,0.0,2015
14011299197,STRM,,,,0.0,2015
14011299203,PROB,,,,0.0,2015
14011299205,Tecw,,,,0.0,2015
14011299207,PROB,,,,0.0,2015
14011299210,Agl,,,,0.0,2015
14011299212,T-L,,6.5,,0.0,2015
14011299214,Tecw,,,,0.0,2015
14011299215,T-L,,9.5,,0.0,2015
14011299218,STRM,,,,0.0,2015
14011299219,PROB,,,,0.0,2015
14011299220,Tecw,,,,0.0,2015
14011197810,PFER,16,,,16.0,2015
14011197868,Info2,,11,10.5,0.0,2015
14011197869,PROB,,,,0.0,2015
14011197814,PROB,,,,0.0,2015
14011198504,PFER,16,,,16.0,2015
14011197876,PFER,16,,,16.0,2015
14011197877,PFER,16,,,16.0,2015
14011198445,T-L,,6.5,,0.0,2015
14011197830,His-s,,,,0.0,2015
14011198397,P.FE,16,,,16.0,2016
14011198378,PROB,,,,0.0,2015
14011198396,PFER,16,,,16.0,2015
14011198450,PROB,,,,0.0,2015
14011198387,PROB,,,,0.0,2015
14011197841,Info2,,11.5,13,0.0,2015
14011198493,PROB,,,,0.0,2015
14011198407,SD,,6,13,0.0,2015
14011197848,PROB,,,,0.0,2015
14011197856,PROB,,,,0.0,2015
14011198375,PROB,,,,0.0,2015
14011198456,PROB,,,,0.0,2015
14011197859,T-L,,0,,0.0,2015
14011197881,STRM,,15,,0.0,2015
14011198374,PROB,,,,0.0,2015
14011198413,PROB,,,,0.0,2015
14011198451,PROB,,,,0.0,2015
14011197886,STRM,,15,,0.0,2015
14011198529,PROB,,,,0.0,2015
14011198379,PROB,,,,0.0,2015
14011198399,PROB,,,,0.0,2015
14011198531,PROB,,,,0.0,2015
14011198476,PFER,15.5,,,15.5,2015
14011198534,PROB,,,,0.0,2015
14011198449,PROB,,,,0.0,2015
14011197918,PFER,16,,,16.0,2015
14011197920,PROB,,,,0.0,2015
14011197921,PROB,,,,0.0,2015
14011197922,PFEM1,17.5,,,17.5,2015
14011197889,PROB,,,,0.0,2015
14011197890,PROB,,,,0.0,2015
14011198418,PROB,,,,0.0,2015
14011197893,VA,6,10.5,11,7.9,2015
14011198533,PROB,,,,0.0,2015
14011197911,PROB,,,,0.0,2015
14011197913,PROB,,,,0.0,2015
14011197914,PFER,16,,,16.0,2015
14011197923,PFEM1,17.5,,,17.5,2015
14011197925,Tecw,,,,0.0,2015
14011197930,PROB,,,,0.0,2015
14011198501,PFER,16,,,16.0,2015
14011198484,PFER,16,,,16.0,2015
14011197936,PFER,15.5,,,15.5,2015
14011198503,PFER,16,,,16.0,2015
14011197939,PFER,16.5,,,16.5,2015
14011197940,PROB,,,,0.0,2015
14011198521,PFEM1,,,,0.0,2016
14011198490,PROB,,,,0.0,2015
14011198492,PROB,,,,0.0,2015
14011197947,PFER,16.5,,,16.5,2015
14011198480,RLE,7,,13.75,9.7,2015
14011198497,P.FE,16,,,16.0,2015
14011197953,PROB,,,,0.0,2015
14011198439,PROB,,,,0.0,2015
14011198411,PROB,,,,0.0,2015
14011197959,Tecw,,,,0.0,2015
14011197960,ASLO,,,,0.0,2016
14011197961,PROB,,,,0.0,2015
14011198427,VA,,,,0.0,2015
14011197964,PROB,,,,0.0,2015
14011599291,RLE,,,,0.0,2015
14011197966,PFER,16.5,,,16.5,2015
14011197970,Info2,,10.5,9,0.0,2015
14011197972,PROB,,,,0.0,2015
14011197974,PROB,,,,0.0,2015
14011197977,PFER,16,,,16.0,2015
14011197979,PFER,16,,,16.0,2015
14011197981,PROB,,,,0.0,2015
14011197983,PROB,,,,0.0,2015
14011197985,PROB,,,,0.0,2015
14011197987,PROB,,,,0.0,2015
14011197989,PROB,,,,0.0,2015
14011198474,Aly2,,9.5,,0.0,2015
14011197993,PFER,17.75,,,17.75,2016
14011198525,PROB,,,,0.0,2015
14011198381,PROB,,,,0.0,2015
14011197999,PFER,16.5,,,16.5,2015
14011198472,PROB,,,,0.0,2015
14011198437,Tecw,,,,0.0,2015
14011198005,PROB,,,,0.0,2015
14011198466,PFEM1,16,,,16.0,2015
14011198007,PFER,16,,,16.0,2015
14011198008,Info2,,11,11,0.0,2015
14011198010,PFER,16,,,16.0,2015
14011198012,PFER,16.5,,,16.5,2015
14011198502,PROB,,,,0.0,2015
14011198511,PFER,16,,,16.0,2015
14011198448,PROB,,,,0.0,2015
14011198023,info,,5,11,0.0,2015
14011198025,PROB,,,,0.0,2015
14011198029,PROB,,,,0.0,2015
14011198031,PROB,,,,0.0,2015
14011198033,PFER,16,,,16.0,2015
14011198430,VA,8,7.5,11,8.5,2015
14011198036,Tecw,,,,0.0,2015
14011198038,PROB,,,,0.0,2015
14011198039,STRM,,15.5,,0.0,2015
14011198040,T-L,,,,0.0,2015
14011198041,PFER,16.5,,,16.5,2015
14011198043,Info2,,9.25,11,0.0,2015
14011198391,SD,,12,11,0.0,2015
14011198401,PROB,,,,0.0,2015
14011198383,PROB,,,,0.0,2015
14011198441,PROB,,,,0.0,2015
14011198052,STRM,,12.5,,0.0,2015
14011198053,SD,,6,13,0.0,2015
14011198440,PROB,,,,0.0,2015
14011198475,PFER,16,,,16.0,2015
14011198057,PROB,,,,0.0,2015
14011198461,PROB,,,,0.0,2015
14011198468,PROB,,,,0.0,2015
14011198063,PROB,,,,0.0,2015
14011198065,PROB,,,,0.0,2015
14011198067,JVA,,,,0.0,2015
14011198409,PFER,16.5,,,16.5,2015
14011198069,PROB,,,,0.0,2015
14011198422,PROB,,,,0.0,2015
14011198423,PROB,,,,0.0,2015
14011198082,PROB,,,,0.0,2015
14011198084,PFER,16,,,16.0,2015
14011198444,STRM,,2,,0.0,2015
14011198518,Tecw,,,,0.0,2015
14011198087,T-L,,7,,0.0,2015
14011198517,PROB,,,,0.0,2015
14011198442,Info2,,8.5,12.5,0.0,2015
14011198424,PROB,,,,0.0,2015
14011198091,PFER,16,,,16.0,2015
14011198488,T-L,,0,,0.0,2015
14011198522,Tecw,,,,0.0,2015
14011198096,PROB,,,,0.0,2015
14011198098,PROB,,,,0.0,2015
14011198102,PROB,,,,0.0,2015
14011198101,P.FE,17.5,,,17.5,2015
14011198103,PFER,16.5,,,16.5,2015
14011198104,Mecaq,,12,,0.0,2015
14011198402,PFEM1,17,,,17.0,2015
14011198106,PROB,,,,0.0,2015
14011198107,PROB,,,,0.0,2015
14011198109,PROB,,,,0.0,2015
14011198516,PROB,,,,0.0,2015
14011198112,T-L,,0,,0.0,2015
14011198113,PFER,,,,0.0,2016
14011198114,info,,12,12,0.0,2015
14011599307,PFEM1,17,,,17.0,2016
14011198072,P.FE,16,,,16.0,2015
14011198076,PROB,,,,0.0,2015
14011198487,PFER,16,,,16.0,2015
14011198116,PFER,16,,,16.0,2015
14011198505,PROB,,,,0.0,2015
14011198120,PROB,,,,0.0,2015
14011198121,CF,,9.5,,0.0,2015
14011198454,PROB,,,,0.0,2015
14011198125,RLE,2.25,,12.75,7.5,2015
14011599308,VA,,,,0.0,2015
14011198523,PROB,,,,0.0,2015
14011198131,T-L,,,,0.0,2015
14011198135,STRM,,11.5,,0.0,2015
14011198136,PFEM1,16,,,16.0,2015
14011198138,PROB,,,,0.0,2015
14011198139,STRM,,12,,0.0,2015
14011198141,Info2,,5.25,8,0.0,2015
14011198143,Tecw,,,,0.0,2015
14011198145,STRM,,8,,0.0,2015
14011198146,Tecw,,,,0.0,2015
14011198148,PROB,,,,0.0,2015
14011198149,PROB,,,,0.0,2015
14011198150,Tecw,,,,0.0,2015
14011198152,Tecw,,,,0.0,2015
14011198153,PFER,16,,,16.0,2015
14011198155,STRM,,11,,0.0,2015
14011198412,P.FE,16.5,,,16.5,2015
14011198159,PROB,,,,0.0,2015
14011198388,STRM,,10,,0.0,2015
14011198585,STRM,,14,,0.0,2015
14011198417,Tecw,,,,0.0,2015
14011198463,PROB,,,,0.0,2015
14011198166,RLE,0.25,,10,6.4,2015
14011198479,T-L,,9.5,,0.0,2015
14011198410,PFER,16,,,16.0,2015
14011198443,STRM,,8,,0.0,2015
14011198514,PROB,,,,0.0,2015
14011198174,PFEM1,16,,,16.0,2015
14011198176,T-L,,11.5,,0.0,2015
14011198178,Tecw,,,,0.0,2015
14011198179,info,,5,10,0.0,2015
14011198180,PFER,17,,,17.0,2016
14011198182,PROB,,,,0.0,2015
14011198183,PFER,15,,,15.0,2016
14011198185,PROB,,,,0.0,2015
14011198499,PROB,,,,0.0,2015
14011198498,PROB,,,,0.0,2015
14011198491,Info2,,10,13,0.0,2015
14011198192,P.FE,16.5,,,16.5,2015
14011198193,STRM,,6,,0.0,2015
14011198194,RLE,11,,10,10.6,2016
14011198196,STRM,,12,,0.0,2015
14011198486,Tecw,,,,0.0,2015
14011198198,PFEM1,,,,0.0,2016
14011198200,PROB,,,,0.0,2015
14011198202,Tecw,,,,0.0,2015
14011198204,PROB,,,,0.0,2015
14011198392,PFER,16,,,16.0,2015
14011198376,STRM,,10,,0.0,2015
14011198425,STRM,,,,0.0,2015
14011198408,PROB,,,,0.0,2015
14011198447,PROB,,,,0.0,2015
14011198515,RLE,,,,0.0,2015
14011198214,PFER,16.5,,,16.5,2015
14011198215,Info2,,10,11,0.0,2015
14011198216,P.FE,16.5,,,16.5,2015
14011198217,Info2,,3.5,15,0.0,2015
14011198507,PROB,,,,0.0,2015
14011198460,Tecw,,,,0.0,2015
14011198384,Tecw,,,,0.0,2015
14011198457,Info2,,8,,0.0,2015
14011198462,Tecw,,,,0.0,2015
14011198478,Tecw,,,,0.0,2015
14011198464,STRM,,11,,0.0,2015
14011198459,Aly2,,12,,0.0,2015
14011198495,STRM,,10.5,,0.0,2015
14011198237,Tecw,,,,0.0,2015
14011198238,Tecw,,,,0.0,2015
14011198535,Tecw,,,,0.0,2015
14011198242,PFEM1,16.5,,,16.5,2015
14011198530,P.FE,16,,,16.0,2015
14011198539,VA,5,7,10,9.4,2015
14011198540,PROB,,,,0.0,2015
14011198254,PROB,,,,0.0,2015
14011198256,PFER,16.5,,,16.5,2015
14011198258,Tecw,,,,0.0,2015
14011198259,PFER,16.5,,,16.5,2016
14011198260,PFEM1,16,,,16.0,2015
14011198262,Tecw,,,,0.0,2015
14011198263,PROB,,,,0.0,2015
14011198265,PROB,,,,0.0,2015
14011198266,STRM,,16,,0.0,2015
14011198267,PFER,16,,,16.0,2015
14011198269,PROB,,,,0.0,2015
14011198271,Tecw,,,,0.0,2015
14011198273,Tecw,,,,0.0,2015
14011198404,PROB,,,,0.0,2015
14011198276,Tecw,,,,0.0,2015
14011198278,T-L,,,,0.0,2015
14011198280,PROB,,,,0.0,2015
14011198282,PFER,16,,,16.0,2015
14011198284,Info2,,3.5,5,0.0,2015
14011198286,RLE,1,,12.5,8.6,2015
14011198288,PROB,,,,0.0,2015
14011198291,T-L,,0,,0.0,2015
14011198293,PROB,,,,0.0,2015
14011198294,PROB,,,,0.0,2015
14011198295,STRM,,14,,0.0,2015
14011198500,PROB,,,,0.0,2015
14011198471,Info2,,3.25,12,0.0,2015
14011198473,Tecw,,,,0.0,2015
14011198467,PFER,16.5,,,16.5,2015
14011298791,Tecw,,,,0.0,2015
14011198382,PROB,,,,0.0,2015
14011198506,Info2,,6.5,13,0.0,2015
14011198436,PFEM1,16,,,16.0,2016
14011198312,T-L,,,,0.0,2015
14011298792,Info2,,7,12,0.0,2015
14011198414,Tecw,,,,0.0,2015
14011198429,PROB,,,,0.0,2015
14011198377,PROB,,,,0.0,2015
14011198426,Tecw,,,,0.0,2015
14011198389,Analy,,13,,0.0,2015
14011198428,PROB,,,,0.0,2015
14011198393,Tecw,,,,0.0,2015
14011198325,T-L,,0,,0.0,2015
14011198526,PFEM1,17,,,17.0,2015
14011198328,STRM,,8,,0.0,2015
14011198386,PFEM1,16,,,16.0,2015
14011198398,PROB,,,,0.0,2015
14011198494,RLE,,,,0.0,2015
14011198334,T-L,,6.5,,0.0,2015
14011198335,JVA,,,,0.0,2015
14011198380,Tecw,,,,0.0,2015
14011198339,Tecw,,,,0.0,2015
14011198406,PROB,,,,0.0,2015
14011198477,PFER,16,,,16.0,2015
14011198485,PROB,,,,0.0,2015
14011198405,PROB,,,,0.0,2015
14011198512,PFEM1,16.5,,,16.5,2016
14011198351,PROB,,,,0.0,2015
14011198438,PFER,16.5,,,16.5,2015
14011599293,RLE,,,,0.0,2015
14011198357,P.FE,16,,,16.0,2015
14011198452,P.FE,16.5,,,16.5,2015
14011198524,P.FE,17.5,,,17.5,2016
14011198455,PROB,,,,0.0,2015
14011198496,PROB,,,,0.0,2015
14011599294,RLE,,,,0.0,2015
14011198364,STRM,,13,,0.0,2015
14011198365,STRM,,16,,0.0,2015
14011198367,STRM,,,,0.0,2015
14011198470,STRM,,16,,0.0,2015
14011198390,PROB,,,,0.0,2015
14011198371,PROB,,,,0.0,2015
14011198373,STRM,,16,,0.0,2015
14011198545,PFER,16,,,16.0,2015
14011198546,STRM,,10.5,,0.0,2015
14011198547,PROB,,,,0.0,2015
14011198560,PROB,,,,0.0,2015
14011198564,PROB,,,,0.0,2015
14011198566,SEW,6,10,,8.2,2016
14011198570,STRM,,13,,0.0,2015
14011198582,PFEM1,16.5,,,16.5,2015
14011198573,Tecw,16,,,16.0,2015
14011198581,PFER,16.5,,,16.5,2015
14011198576,Info2,,2.25,8,0.0,2015
14011198577,PFER,16,,,16.0,2015
14011198578,StatD,,10.5,,0.0,2015
14011299199,PROB,,,,0.0,2015
14011198583,PFER,11,,,11.0,2015
14011198587,RLE,,,,0.0,2015
14011198588,PFEM1,17,,,17.0,2016
14011198589,P.FE,16,,,16.0,2015
14011298793,PROB,,,,0.0,2015
14011198593,STRM,,4,,0.0,2015
14011198595,PROB,,,,0.0,2015
14011198597,T-L,,7.5,,0.0,2015
14011198608,STRM,,11,,0.0,2015
14011298794,PROB,,,,0.0,2015
14011298795,Tecw,,,,0.0,2015
14011298796,Tecw,,,,0.0,2015
14011298798,RLE,5,,13,8.2,2015
14011298800,Info2,,8,11.5,0.0,2015
14011298851,P.FE,17,,,17.0,2016
14011298852,Tecw,,,,0.0,2015
14011298853,Tecw,,,,0.0,2015
14011298855,StatD,,12,,0.0,2015
14011299200,T-L,,2,,0.0,2015
14011298857,PROB,,,,0.0,2015
14011298858,PROB,,,,0.0,2015
14011298861,RLE,13,,11.25,12.3,2016
14011298862,PFER,17.5,,,17.5,2016
14011299202,PROB,,,,0.0,2015
14011298864,Tecw,,,,0.0,2015
14011298866,PROB,,,,0.0,2015
14011298868,Tecw,,,,0.0,2015
14011298869,Tecw,,,,0.0,2015
14011298870,Info2,,5,10,0.0,2015
14011298871,PFER,17.5,,,17.5,2016
14011298872,Tecw,,,,0.0,2015
14011298873,PROB,,,,0.0,2015
14011298875,PROB,,,,0.0,2015
14011298876,Tecw,,,,0.0,2015
14011298877,PFER,17,,,17.0,2016
14010796567,STRE,15,,,15.0,2012
14010796569,STRE,11.2,,,11.2,2012
14011097068,PROB,,,,0.0,2015
14011097501,STRM,,9,,3.06,2012
14011097517,PROB,,,,0.0,2015
14011097074,PROB,,,,0.0,2015
14011097617,SYS-D,,,,0.0,2012
14011198520,PFEM1,16,,,16.0,2015
14011298612,Tecw,,,,0.0,2015
14011299184,Tecw,,,,0.0,2015
14011097286,SYS-D,,,,0.0,2012
14011097288,STRM,,,,0.0,2012
14011097290,P.FE,16.5,,,16.5,2016
14011097292,SYS-D,,,,0.0,2012
14011298614,PROB,,,,0.0,2015
14010796586,PFEM1,17,,,17.0,2012
14010796588,APMD,,,,0.0,2015
14011097084,info,,9.5,10,0.0,2015
14011097086,Tecw,,,,0.0,2015
14011298615,PFER,16,,,16.0,2016
14010796594,STRE,13,,,13.0,2012
14011097504,Tecw,,,,0.0,2012
14011097514,STRM,,2,,0.0,2015
14011298617,PFEM1,,,,0.0,2016
14011298618,Tecw,,,,0.0,2015
14010796598,AGL2,,,,0.0,2012
14011097092,PROB,,,,0.0,2015
14011097098,PROB,,,,0.0,2015
14011097397,Tecw,,,,0.0,2012
14011298620,RLE,4.75,,13,8.05,2015
14010796607,APMD,,,,0.0,2015
14011097509,PROB,,,,0.0,2015
14011097102,RLE,6,,11.5,8.2,2016
14011298622,PFER,16.5,,,16.5,2016
14011298623,Tecw,,,,0.0,2015
14010796614,AGL2,10,,,10.0,2012
14011097507,PROB,,,,0.0,2015
14011097482,SYS-D,,,,0.0,2012
14011097502,SYS-D,,,,0.0,2012
14011298624,Tecw,,,,0.0,2015
14010796618,ANLC,,,,0.0,2015
14011097110,SYS-D,,,,0.0,2012
14011097112,T-L,,0,,0.0,2015
14011298626,Tecw,,,,0.0,2015
14011298627,P.FE,17,,,17.0,2016
14011097296,STRM,,7,,2.38,2012
14011097300,PFEM1,14,,,14.0,2016
14011198431,Tecw,,,,0.0,2012
14011097489,PROB,,,,0.0,2015
14011298629,Tecw,,,,0.0,2015
14011097114,PROB,,,,0.0,2015
14011198541,PROB,,,,0.0,2015
14011097118,PROB,,,,0.0,2015
14011097480,TEM,,,,0.0,2015
14011298630,Tecw,,,,0.0,2015
,,,,,,
14011097122,SYS-D,14.25,,,14.25,2012
14011097124,PROB,,,,0.0,2015
14011097126,StatD,,10,,0.0,2015
14011298631,RLE,1,,12,8.4,2015
14010796643,STRE,16,,,16.0,2012
14010796644,STRE,11.2,,,11.2,2012
14010796647,PFER,15,,,15.0,2016
14011097130,SYS-D,13,,,13.0,2012
14011298633,Tecw,,,,0.0,2015
14010796651,STRE,14,,,14.0,2012
14011097134,STRM,,6,,0.0,2015
14011097136,PROB,,,,0.0,2015
14011097138,PROB,,,,0.0,2015
14011298634,STRM,,13,,0.0,2015
14011097140,PROB,,,,0.0,2015
14011097142,PROB,,,,0.0,2015
14011097144,PROB,,,,0.0,2015
14011097146,Tecw,,,,0.0,2012
14011298635,PROB,,,,0.0,2015
14011097496,PFER,,,,0.0,2016
14011097150,STRM,,10,,0.0,2015
14011097152,P.FE,16.5,,,16.5,2016
14011097154,PROB,,,,0.0,2015
14011298636,PFER,16.5,,,16.5,2016
14010796669,APMD,,,,0.0,2015
14010796671,STRE,15,,,15.0,2012
14010796672,ALGO,3,8.5,8,6.63,2012
14011097156,Info2,,6.5,13,0.0,2015
14011298637,P.FE,16.66,,,16.66,2016
14010796674,AGL2,,,,0.0,2015
,,,,,,
14011097163,Algé2,,13,,0.0,2015
14011097313,PROB,,,,0.0,2015
14011097527,SYS-D,,,,0.0,2012
14011097486,SYS-D,18,,,18.0,2012
14011097308,info,,8,10,0.0,2015
14011097310,PROB,,,,0.0,2015
14011097312,PROB,,,,0.0,2015
14011097315,SYS-D,16.5,,,16.5,2012
14011097317,PROB,,,,0.0,2015
14010896693,APMD,,,,0.0,2015
14010896694,Agl,,,,0.0,2015
14011097485,Tecw,,,,0.0,2012
14011097167,Tecw,,,,0.0,2012
14011298638,Tecw,,,,0.0,2015
14010896695,STRE,15,,,15.0,2012
,,,,,,
14010896698,PROB,,13,,0.0,2015
14011097169,PROB,,,,0.0,2015
14011298639,PROB,,,,0.0,2015
14010896700,PFEM,18,,,18.0,2012
14010896701,PFEM,17,,,17.0,2012
14010896703,STRE,11.2,,,11.2,2012
14010896704,APMD,,,,0.0,2015
14011298640,PROB,,,,0.0,2015
14011097173,STRM,,5,,0.0,2015
14011097490,PROB,,,,0.0,2015
14011298641,CF,,9,,0.0,2015
14011298644,Info2,,5.5,10,0.0,2015
14011299188,PFEM1,17,,,17.0,2016
14010896711,ANG2,,,,0.0,2012
,,,,,,
,,,,,,
14010896714,APMD,,,,0.0,2015
14011298645,P.FE,17,,,17.0,2016
14010896715,PROB,,,,0.0,2015
14010896716,APMD,,9,,0.0,2015
14010896717,PFEM,16,,,16.0,2012
14010896719,PFEM1,17,,,17.0,2012
14011097177,PFEM1,16,,,16.0,2016
14010896720,STRE,15,,,15.0,2012
14010896722,SYS-D,,,,0.0,2012
14010896723,PFEM,17,,,17.0,2012
14011197861,Tecw,,,,0.0,2015
14011298647,Tecw,,,,0.0,2015
,,,,,,
14010896727,PFEM1,16.5,,,16.5,2012
14010896729,STRE,11.2,,,11.2,2012
14011097179,PROB,,,,0.0,2015
14011298649,info,,11,10.5,0.0,2015
14010896731,AGL2,,,,0.0,2012
,,,,,,
14010896733,PFEM1,16.5,,,16.5,2012
14010896734,PFEM,17,,,17.0,2012
14010896735,STRE,11.2,,,11.2,2012
14010896737,STRE,16,,,16.0,2012
14010896738,STRE,16,,,16.0,2012
14011097181,Tecw,,,,0.0,2015
14011097609,RLE,,,,0.0,2015
14011298650,STRM,,10,,0.0,2015
14011097185,SYS-D,,,,0.0,2012
14011298651,STRM,,8,,0.0,2015
14011298652,Tecw,,,,0.0,2015
14011298653,Info2,,11,8,0.0,2015
14011298654,PROB,,,,0.0,2015
14011298655,PROB,,,,0.0,2015
14010896747,PFEM1,16,,,16.0,2012
14011097187,Tecw,,,,0.0,2012
14011298656,PROB,,,,0.0,2015
14011298657,PROB,,,,0.0,2015
14011298659,PROB,,,,0.0,2015
,,,,,,
,,,,,,
14010896755,APMD,,9,,0.0,2015
,,,,,,
14010896757,PFER,13,,,13.0,2015
14010896759,STRE,16,,,16.0,2012
14010896761,STRE,14,,,14.0,2012
14010896762,PFEM,16,,,16.0,2012
14011298660,STRM,,,,0.0,2015
14011298661,PROB,,,,0.0,2015
14010896764,PFEM1,17.5,,,17.5,2012
14010896765,STRE,15,,,15.0,2012
14010896766,STRE,15,,,15.0,2012
,,,,,,
14010896768,STRE,10,,,10.0,2012
14010896769,SYS-D,,,,0.0,2012
14010896770,APMD,,10,,0.0,2015
,,,,,,
,,,,,,
14011298662,PFEM1,17,,,17.0,2016
14011298663,Tecw,,,,0.0,2015
14010896777,Agl,,,,0.0,2015
14010896780,AGL2,,,,0.0,2012
14010896781,STRE,16,,,16.0,2012
14010896782,AGL2,12,,,12.0,2012
14010896785,APMD,,9,,0.0,2015
14010896786,APMD,,,,0.0,2015
14011097191,Info2,,3,13,0.0,2015
14011198465,PFER,15.5,,,15.5,2015
14010896787,STRE,11.2,,,11.2,2012
14010896788,APMD,,,,0.0,2015
14010896790,AGL2,13,,,13.0,2012
