tempd_id,bac_id,student_id,bac_year,highshcool_path,bac_avg,bac_feedback
4416,11/8048346,14011198464,2011,5,11.79,Passable
4420,11/8009700,14011198459,2011,T24,10.88,Passable
4424,11/8051677,14011198495,2011,5,12.17,A.Bien
4428,11/8009027,14011198237,2011,M 1,11.64,Passable
4432,11/8007709,14011198238,2011,5,13.67,A.Bien
4436,11/8008820,14011198535,2011,T19,10.76,Passable
4440,10/8020214,14011198242,2010,G18,13.25,A.Bien
4444,11/8051073,14011198530,2011,T19,12.11,A.Bien
4448,11/8008905,14011198539,2011,G13,11.5,Passable
4452,11/8009660,14011198540,2011,G18,11.92,Passable
4456,11/8015053,14011198254,2011,5,13.13,A.Bien
4460,11/8048443,14011198256,2011,5,13.96,A.Bien
4464,11/8050347,14011198258,2011,5,13.12,A.Bien
4468,11/8008379,14011198259,2011,5,13.64,A.Bien
4472,11/8008378,14011198260,2011,5,13.3,A.Bien
4476,11/8051636,14011198262,2011,5,12.69,A.Bien
4480,11/8014208,14011198263,2011,5,12.1,A.Bien
4484,11/8051096,14011198265,2011,G13,13.02,A.Bien
4488,11/8008143,14011198266,2011,5,11.9,Passable
4492,11/8008548,14011198267,2011,5,11.82,Passable
4496,11/8049353,14011198269,2011,T19,12.97,A.Bien
4500,11/8008939,14011198271,2011,G13,11.74,Passable
4504,11/8008744,14011198273,2011,T24,12.44,A.Bien
4508,11/8013176,14011198404,2011,5,11.56,Passable
4512,11/8050907,14011198276,2011,5,13.29,A.Bien
4516,11/8049853,14011198278,2011,5,14.07,Bien
4520,11/8013275,14011198280,2011,5,13.24,A.Bien
4524,11/8012097,14011198282,2011,G13,12.05,A.Bien
4528,11/8053724,14011198284,2011,5,11.82,Passable
4532,11/7056390,14011198286,2011,G18,12.73,A.Bien
4536,11/8008848,14011198288,2011,T19,11.09,Passable
4540,11/8001329,14011198291,2011,5,11.99,Passable
4544,11/8008347,14011198293,2011,5,12.0,A.Bien
4548,11/8008410,14011198294,2011,5,12.44,A.Bien
4552,11/8007737,14011198295,2011,5,11.46,Passable
4556,11/8014519,14011198500,2011,G18,10.94,Passable
4560,11/8014616,14011198471,2011,G13,12.95,A.Bien
4564,11/8013603,14011198473,2011,G13,11.78,Passable
4568,11/8048366,14011198467,2011,5,13.52,A.Bien
4572,12/8009560,14011298791,2012,5,11.04,Passable
4576,11/8048542,14011198382,2011,5,12.41,A.Bien
4580,11/8048220,14011198506,2011,5,12.72,A.Bien
4584,11/8007938,14011198436,2011,5,13.57,A.Bien
4588,10/8008321,14011198312,2010,5,14.95,Bien
4592,12/8009794,14011298792,2012,5,10.25,Passable
4596,11/8050004,14011198414,2011,G13,11.16,Passable
4600,11/8051127,14011198429,2011,M 1,11.7,Passable
4604,11/8013339,14011198377,2011,5,13.17,A.Bien
4608,11/8008150,14011198426,2011,5,11.5,Passable
4612,11/8008354,14011198389,2011,5,11.77,Passable
4616,11/8008116,14011198428,2011,5,12.19,A.Bien
4620,11/8007782,14011198393,2011,5,11.72,Passable
4624,11/8049974,14011198325,2011,T19,11.55,Passable
4628,11/8008109,14011198526,2011,5,11.92,Passable
4632,11/8008967,14011198328,2011,G13,12.8,A.Bien
4636,11/8008282,14011198386,2011,5,13.37,A.Bien
4640,11/8049881,14011198398,2011,5,12.5,A.Bien
4644,11/8048719,14011198494,2011,G13,10.97,Passable
4648,11/8009593,14011198334,2011,5,12.44,A.Bien
4652,11/8014441,14011198335,2011,5,13.66,A.Bien
4656,11/8048332,14011198380,2011,5,13.63,A.Bien
4660,11/8012109,14011198339,2011,G13,14.14,Bien
4664,11/8013261,14011198406,2011,5,11.7,Passable
4668,11/8048157,14011198477,2011,5,14.6,Bien
4672,11/8008654,14011198485,2011,G18,11.91,Passable
4676,11/8014514,14011198405,2011,G18,12.92,A.Bien
4680,11/8007616,14011198512,2011,5,11.89,Passable
4684,10/8009781,14011198351,2010,5,15.21,Bien
4688,11/8008151,14011198438,2011,5,13.33,A.Bien
4692,11/8007724,14011599293,2011,5,12.75,A.Bien
4696,11/8009664,14011198357,2011,G18,13.4,A.Bien
4700,11/8008158,14011198452,2011,5,11.95,Passable
4704,11/8009726,14011198524,2011,T19,10.97,Passable
4708,11/8011104,14011198455,2011,5,12.82,A.Bien
4712,11/8011929,14011198496,2011,5,12.65,A.Bien
4716,11/8010933,14011599294,2011,5,13.55,A.Bien
4720,11/8008289,14011198364,2011,5,13.52,A.Bien
4724,11/8008174,14011198365,2011,5,12.16,A.Bien
4728,11/8008722,14011198367,2011,T24,12.04,A.Bien
4732,11/8008519,14011198470,2011,5,12.29,A.Bien
4736,11/8015041,14011198390,2011,5,12.55,A.Bien
4740,11/8049346,14011198371,2011,T19,12.28,A.Bien
4744,11/8048633,14011198373,2011,T19,11.47,Passable
4748,11/8010904,14011198545,2011,5,13.28,A.Bien
4752,11/8011838,14011198546,2011,5,13.24,A.Bien
4756,11/8007990,14011198547,2011,5,15.49,Bien
4760,11/8011994,14011198560,2011,G18,11.68,Passable
4764,11/7059202,14011198564,2011,T19,13.46,A.Bien
4768,11/8015286,14011198566,2011,T19,11.13,Passable
4772,11/8014545,14011198570,2011,T24,10.89,Passable
4776,11/8008643,14011198582,2011,G18,12.64,A.Bien
4780,11/8008118,14011198573,2011,5,14.09,Bien
4784,11/8007850,14011198581,2011,5,14.25,Bien
4788,11/8018936,14011198576,2011,5,12.23,A.Bien
4792,11/9014845,14011198577,2011,5,11.71,Passable
4796,11/8007647,14011198578,2011,5,12.65,A.Bien
4800,11/8050432,14011299199,2011,5,11.47,Passable
4804,11/8014342,14011198583,2011,5,11.44,Passable
4808,10/8008911,14011198587,2010,G18,12.69,A.Bien
4812,11/8014632,14011198588,2011,G13,11.99,Passable
4816,10/8009767,14011198589,2010,5,15.05,Bien
4820,12/8011180,14011298793,2012,5,11.92,Passable
4824,11/8050007,14011198593,2011,G13,11.66,Passable
4828,07/8027391,14011198595,2007,G16,10.87,Passable
4832,11/8014556,14011198597,2011,T24,11.07,Passable
4836,11/8050457,14011198608,2011,5,12.57,A.Bien
4840,12/8011173,14011298794,2012,5,10.92,Passable
4844,12/8057522,14011298795,2012,5,11.11,Passable
4848,12/8020819,14011298796,2012,5,11.57,Passable
4852,12/8054065,14011298798,2012,5,13.37,A.Bien
4856,12/8054350,14011298800,2012,5,10.78,Passable
4860,12/11864,14011298851,2012,5,16.0,T.Bien
4864,12/8012874,14011298852,2012,5,10.93,Passable
4868,12/8012921,14011298853,2012,5,12.17,A.Bien
4872,12/8056634,14011298855,2012,5,12.33,A.Bien
4876,11/8010997,14011299200,2011,5,12.77,A.Bien
4880,12/8056689,14011298857,2012,5,14.03,Bien
4884,12/8014131,14011298858,2012,5,12.83,A.Bien
4888,12/8054396,14011298861,2012,5,10.88,Passable
4892,12/12298,14011298862,2012,5,15.16,Bien
4896,12/8012916,14011299202,2012,T19,12.52,A.Bien
4900,12/8012880,14011298864,2012,T24,10.0,Passable
4904,12/8016412,14011298866,2012,T24,11.63,Passable
4908,12/8012972,14011298868,2012,G13,11.2,Passable
4912,12/8008912,14011298869,2012,5,12.31,A.Bien
4916,12/8010358,14011298870,2012,5,10.98,Passable
4920,12/12134,14011298871,2012,5,15.46,Bien
4924,12/8009140,14011298872,2012,5,11.4,Passable
4928,12/8054887,14011298873,2012,5,12.0,A.Bien
4932,12/8054819,14011298875,2012,5,11.5,Passable
4936,12/8011836,14011298876,2012,5,13.29,A.Bien
4940,12/8012868,14011298877,2012,5,11.88,Passable
4944,04/9066371,14010796567,2004,G05,12.0,A.Bien
4948,07/8021075,14010796569,2007,G05,10.62,Passable
4952,10/8013719,14011097068,2010,5,14.41,Bien
4956,10/8049828,14011097501,2010,G18,11.99,Passable
4960,10/8051528,14011097517,2010,G13,13.41,A.Bien
4964,10/8013798,14011097074,2010,G18,12.3,A.Bien
4968,10/8008779,14011097617,2010,5,13.94,A.Bien
4972,11/8010232,14011198520,2011,G18,11.99,Passable
4976,12/8008469,14011298612,2012,5,12.37,A.Bien
4980,12/8011922,14011299184,2012,T24,10.28,Passable
4984,10/8008509,14011097286,2010,5,13.77,A.Bien
4988,10/8015546,14011097288,2010,5,11.58,Passable
4992,10/8008081,14011097290,2010,5,11.38,Passable
4996,10/8008400,14011097292,2010,5,12.92,A.Bien
5000,12/8054068,14011298614,2012,5,13.22,A.Bien
5004,07/8011741,14010796586,2007,G05,11.95,Passable
5008,07/8074603,14010796588,2007,G05,11.27,Passable
5012,10/8008263,14011097084,2010,5,11.62,Passable
5016,10/8015543,14011097086,2010,5,11.17,Passable
5020,12/8009832,14011298615,2012,5,12.13,A.Bien
5024,07/8027330,14010796594,2007,G05,11.35,Passable
5028,10/8048900,14011097504,2010,5,11.07,Passable
5032,10/8048885,14011097514,2010,5,11.65,Passable
5036,12/8009767,14011298617,2012,G13,13.12,A.Bien
5040,12/8010429,14011298618,2012,5,10.98,Passable
5044,07/8075410,14010796598,2007,G05,11.57,Passable
5048,10/8008532,14011097092,2010,5,12.85,A.Bien
5052,10/8015512,14011097098,2010,5,12.09,A.Bien
5056,10/8013605,14011097397,2010,5,12.47,A.Bien
5060,12/8009484,14011298620,2012,G18,11.37,Passable
5064,07/8018766,14010796607,2007,G07,11.94,Passable
5068,10/8050335,14011097509,2010,5,12.13,A.Bien
5072,10/8019853,14011097102,2010,5,10.62,Passable
5076,12/8009432,14011298622,2012,G18,11.07,Passable
5080,12/8009004,14011298623,2012,5,12.91,A.Bien
5084,06/8015856,14010796614,2006,G05,12.48,A.Bien
5088,10/8050888,14011097507,2010,5,14.34,Bien
5092,10/8048814,14011097482,2010,5,11.38,Passable
5096,10/8049107,14011097502,2010,5,13.11,A.Bien
5100,12/8008678,14011298624,2012,5,12.3,A.Bien
5104,07/8021096,14010796618,2007,G05,10.44,Passable
5108,10/8008207,14011097110,2010,5,13.37,A.Bien
5112,10/8008187,14011097112,2010,5,12.49,A.Bien
5116,12/800952,14011298626,2012,ca,10.02,Passable
5120,12/8009115,14011298627,2012,5,10.85,Passable
5124,10/8015556,14011097296,2010,5,11.05,Passable
5128,10/8008442,14011097300,2010,5,13.3,A.Bien
5132,10/8008537,14011198431,2010,5,11.81,Passable
5136,10/8052051,14011097489,2010,5,11.87,Passable
5140,12/8053842,14011298629,2012,5,12.9,A.Bien
5144,10/8009820,14011097114,2010,G18,11.48,Passable
5148,10/8051320,14011198541,2010,5,12.67,A.Bien
5152,10/8008313,14011097118,2010,5,13.8,A.Bien
5156,10/8050826,14011097480,2010,5,15.03,Bien
5160,12/8014051,14011298630,2012,5,12.75,A.Bien
5164,07/8016546,14010796642,2007,G05,14.35,Bien
5168,10/8008059,14011097122,2010,5,14.38,Bien
5172,10/8008565,14011097124,2010,5,11.83,Passable
5176,10/800891 ,14011097126,2010,G18,13.13,A.Bien
5180,12/8008757,14011298631,2012,5,12.67,A.Bien
5184,07/8011667,14010796643,2007,G05,10.78,Passable
5188,07/8016166,14010796644,2007,G05,11.97,Passable
5192,07/8028687,14010796647,2007,G05,10.31,Passable
5196,10/8008804,14011097130,2010,5,13.95,A.Bien
5200,12/8009483,14011298633,2012,5,12.33,A.Bien
5204,07/8018299,14010796651,2007,G05,10.75,Passable
5208,10/8012611,14011097134,2010,5,12.85,A.Bien
5212,10/8050381,14011097136,2010,5,11.21,Passable
5216,10/8012285,14011097138,2010,N05,11.58,Passable
5220,12/8008677,14011298634,2012,5,11.45,Passable
5224,10/8011396,14011097140,2010,G06,12.47,A.Bien
5228,10/8011395,14011097142,2010,G13,10.72,Passable
5232,10/8008901,14011097144,2010,G18,13.02,A.Bien
5236,09/8009313,14011097146,2009,5,12.2,A.Bien
5240,12/8009445,14011298635,2012,5,10.24,Passable
5244,10/8051778,14011097496,2010,5,12.55,A.Bien
5248,10/8009768,14011097150,2010,5,12.13,A.Bien
5252,10/8019940,14011097152,2010,5,12.21,A.Bien
5256,10/8008186,14011097154,2010,5,12.72,A.Bien
5260,12/8009446,14011298636,2012,5,11.43,Passable
5264,07/8015187,14010796669,2007,G05,11.57,Passable
5268,07/8020260,14010796671,2007,G04,10.81,Passable
5272,07/8028771,14010796672,2007,G05,11.11,Passable
5276,10/8008662,14011097156,2010,5,12.57,A.Bien
5280,12/8008721,14011298637,2012,5,13.54,A.Bien
5284,07/8018763,14010796674,2007,G07,11.05,Passable
5288,07/8013338,14010796676,2007,G05,10.54,Passable
5292,10/8010404,14011097163,2010,G08,10.78,Passable
5296,10/8017676,14011097313,2010,G05,11.42,Passable
5300,09/8008391,14011097527,2009,G13,14.75,Bien
5304,07/1021118,14011097486,2007,G05,11.5,Passable
5308,10/8008324,14011097308,2010,5,14.1,Bien
5312,08/8022072,14011097310,2010,G05,10.98,Passable
5316,10/8020204,14011097312,2010,G18,13.05,A.Bien
5320,10/8008764,14011097315,2010,5,15.64,Bien
5324,10/8049082,14011097317,2010,5,13.09,A.Bien
5328,08/8010798,14010896693,2008,G06,10.0,Passable
5332,08/8017095,14010896694,2008,G08,10.62,Passable
5336,10/8051424,14011097485,2010,5,12.97,A.Bien
5340,10/8013838,14011097167,2010,G08,10.35,Passable
5344,12/8009254,14011298638,2012,5,13.3,A.Bien
5348,08/8013424,14010896695,2008,G09,11.85,Passable
5352,08/8018456,14010896697,2008,G09,12.53,A.Bien
5356,08/8022480,14010896698,2008,G05,10.9,Passable
5360,10/8013500,14011097169,2010,5,12.06,A.Bien
5364,12/8009545,14011298639,2012,5,10.87,Passable
5368,08/7068051,14010896700,2008,G04,11.77,Passable
5372,08/8016358,14010896701,2008,G09,12.77,A.Bien
5376,08/8008281,14010896703,2008,G05,11.96,Passable
5380,08/8008511,14010896704,2008,G05,10.71,Passable
5384,12/8009438,14011298640,2012,5,13.23,A.Bien
5388,09/8018512,14011097173,2010,5,11.25,Passable
5392,10/8051396,14011097490,2010,5,12.14,A.Bien
5396,12/8009249,14011298641,2012,5,11.86,Passable
5400,12/8012605,14011298644,2012,5,10.62,Passable
5404,12/8017037,14011299188,2012,G13,11.67,Passable
5408,08/8015545,14010896711,2008,G05,11.52,Passable
5412,08/7070564,14010896712,2008,G05,11.42,Passable
5416,08/8021929,14010896713,2008,G05,10.46,Passable
5420,08/8015662,14010896714,2008,G07,10.15,Passable
5424,12/8009474,14011298645,2012,G18,10.36,Passable
5428,08/8012671,14010896715,2008,G05,10.85,Passable
5432,08/8011144,14010896716,2008,G05,12.57,A.Bien
5436,08/8008476,14010896717,2008,G05,12.84,A.Bien
5440,08/8010653,14010896719,2008,G04,12.3,A.Bien
5444,10/8008589,14011097177,2010,5,11.37,Passable
5448,08/8011495,14010896720,2008,G05,13.78,A.Bien
5452,08/8014631,14010896722,2008,G04,10.5,Passable
5456,08/8010635,14010896723,2008,G04,13.23,A.Bien
5460,11/8014621,14011197861,2011,G13,12.43,A.Bien
5464,12/8054345,14011298647,2012,5,12.86,A.Bien
5468,08/8010641,14010896726,2008,G04,10.76,Passable
5472,08/8018430,14010896727,2008,G05,13.29,A.Bien
5476,08/8008494,14010896729,2008,G05,12.46,A.Bien
5480,10/8015688,14011097179,2010,G13,12.76,A.Bien
5484,12/8056872,14011298649,2012,5,12.0,A.Bien
5488,08/8013484,14010896731,2008,G06,10.9,Passable
5492,08/8011927,14010896732,2008,G05,11.14,Passable
5496,08/8008366,14010896733,2008,G05,11.89,Passable
5500,04/8001802,14010896734,2004,G05,10.65,Passable
5504,04/8002685,14010896735,2004,G05,11.4,Passable
5508,08/12130,14010896737,2008,G05,12.0,A.Bien
5512,08/121128,14010896738,2008,G05,12.0,A.Bien
5516,10/8010288,14011097181,2010,5,12.87,A.Bien
5520,09/8016952,14011097609,2009,5,10.8,Passable
5524,12/8009141,14011298650,2012,5,11.33,Passable
5528,10/8013743,14011097185,2010,5,14.71,Bien
5532,12/8009128,14011298651,2012,5,12.63,A.Bien
5536,12/8009687,14011298652,2012,5,11.23,Passable
5540,12/8014209,14011298653,2012,5,11.14,Passable
5544,12/8056815,14011298654,2012,5,10.86,Passable
5548,12/8056763,14011298655,2012,5,11.63,Passable
5552,08/8062618,14010896747,2008,G05,12.55,A.Bien
5556,10/8009785,14011097187,2010,5,14.47,Bien
5560,12/8008417,14011298656,2012,5,13.06,A.Bien
5564,12/8008519,14011298657,2012,5,12.35,A.Bien
5568,12/8054146,14011298659,2012,5,12.29,A.Bien
5572,07/8014111,14010896752,2007,G05,12.06,A.Bien
5576,08/8061493,14010896754,2008,G05,10.46,Passable
5580,08/8062943,14010896755,2008,G05,10.4,Passable
5584,08/8061899,14010896756,2008,G05,10.84,Passable
5588,08/8021708,14010896757,2008,G05,11.93,Passable
5592,08//078445,14010896759,2008,G05,10.0,Passable
5596,05/8016035,14010896761,2005,G05,12.29,A.Bien
5600,08/8010130,14010896762,2008,G05,12.71,A.Bien
5604,12/8054225,14011298660,2012,5,10.43,Passable
5608,12/8008868,14011298661,2012,5,11.4,Passable
5612,08/8016397,14010896764,2008,G05,14.11,Bien
5616,08/8015627,14010896765,2008,G08,11.61,Passable
5620,08/8022262,14010896766,2008,G05,11.55,Passable
5624,08/100826,14010896767,2008,G05,10.0,Passable
5628,08/8021764,14010896768,2008,G05,11.92,Passable
5632,08/8010491,14010896769,2008,G05,12.71,A.Bien
5636,08/8014838,14010896770,2008,G05,11.34,Passable
5640,07/8014175,14010896774,2007,G05,11.28,Passable
5644,08/7069940,14010896775,2008,G05,12.73,A.Bien
5648,12/8009479,14011298662,2012,5,10.69,Passable
5652,12/8054242,14011298663,2012,5,10.24,Passable
5656,08/8015633,14010896777,2008,G08,10.63,Passable
5660,08/0000000,14010896780,2008,G05,12.0,A.Bien
5664,08/0000000,14010896781,2008,G05,12.04,A.Bien
5668,08/000000,14010896782,2008,G05,10.0,Passable
5672,08/0000000,14010896785,2008,G03,10.0,Passable
5676,08/8062615,14010896786,2008,G05,12.15,A.Bien
5680,10/8020210,14011097191,2010,5,13.21,A.Bien
5684,11/8048252,14011198465,2011,5,13.17,A.Bien
5688,08/8017513,14010896787,2008,G05,11.86,Passable
5692,08/8013393,14010896788,2008,G05,10.25,Passable
5696,08/8017693,14010896790,2008,G08,10.01,Passable
5700,10/8008534,14011097193,2010,5,14.13,Bien
5704,12/8054264,14011298664,2012,5,11.72,Passable
5708,08/8010581,14010896792,2008,G05,14.28,Bien
5712,08/8016848,14010896793,2008,G05,11.65,Passable
5716,08/8010040,14010896794,2008,G05,12.17,A.Bien
5720,08/8011746,14010896796,2008,G04,11.42,Passable
5724,10/8008582,14011097195,2010,5,11.32,Passable
5728,08/8059897,14010896797,2008,G05,10.29,Passable
5732,08/8059906,14010896799,2008,G05,10.95,Passable
5736,08/8062948,14010896800,2008,G05,10.78,Passable
5740,08/8015496,14010896801,2008,G05,11.36,Passable
5744,12/8009538,14011298665,2012,5,12.11,A.Bien
5748,08/8022458,14010896803,2008,G05,12.5,A.Bien
5752,08/8061130,14010896805,2008,G05,13.3,A.Bien
5756,08/8058343,14010896806,2008,G05,10.74,Passable
5760,10/8010310,14011097197,2010,5,11.82,Passable
5764,12/8008440,14011298666,2012,5,12.11,A.Bien
5768,08/8013410,14010896807,2008,G05,12.69,A.Bien
5772,08/8061283,14010896808,2008,G07,10.05,Passable
5776,08/8011124,14010896810,2008,G05,12.53,Assez bien
5780,08/8011648,14010896811,2008,G04,12.49,A.Bien
5784,12/8008502,14011298667,2012,5,12.45,A.Bien
5788,08/8012278,14010896812,2008,G05,12.57,A.Bien
5792,99/810653,14010896813,1999,G06,10.63,Passable
5796,08/8012345,14010896814,2008,G05,10.65,Passable
5800,08/8014472,14010896815,2008,G05,13.35,A.Bien
5804,08/8021626,14010896817,2008,G05,12.24,A.Bien
5808,12/8009489,14011298668,2012,5,10.6,Passable
5812,08/8012796,14010896819,2008,G05,10.18,Passable
5816,08/8061524,14010896820,2008,G05,10.8,Passable
5820,08/8012831,14010896821,2008,G06,10.91,Passable
5824,08/8010729,14010896823,2008,G07,12.08,A.Bien
5828,12/8009139,14011298669,2012,5,12.58,A.Bien
5832,08/8013993,14010896824,2008,G05,11.33,Passable
5836,08/8008414,14010896825,2008,G05,10.64,Passable
5840,08/8008250,14010896826,2008,G05,11.65,Passable
5844,08/8010538,14010896828,2008,G05,12.9,A.Bien
5848,10/8014634,14011097201,2010,5,12.67,A.Bien
5852,08/8014860,14010896829,2008,G05,12.37,A.Bien
5856,08/8010141,14010896830,2008,G05,11.0,Passable
5860,08/8059558,14010896831,2008,G05,13.0,A.Bien
5864,08/8008430,14010896833,2008,G05,10.6,Passable
5868,08/8008694,14010896834,2008,G06,10.0,Passable
5872,08/8016328,14010896835,2008,G05,12.77,A.Bien
5876,08/8012780,14010896836,2008,G05,11.6,Passable
5880,08/8010543,14010896837,2008,G05,12.82,A.Bien
5884,12/8009490,14011298670,2012,5,11.26,Passable
5888,12/8012691,14011298671,2012,5,12.15,A.Bien
5892,08/8010324,14010896840,2008,G05,12.91,A.Bien
5896,08/8015529,14010896841,2008,G05,12.04,A.Bien
5900,08/8016991,14010896842,2008,G05,13.48,A.Bien
5904,08/8015511,14010896843,2008,G05,12.0,A.Bien
5908,08/8021959,14010896846,2008,G05,12.2,A.Bien
5912,08/8010603,14010896847,2008,G05,11.13,Passable
5916,08/8060406,14010896848,2008,G05,12.65,A.Bien
5920,08/8012701,14010896850,2008,G05,11.17,Passable
5924,08/8058216,14010896851,2008,G05,11.06,Passable
5928,08/8059611,14010896853,2008,G05,12.97,A.Bien
5932,08/8059438,14010896855,2008,G05,13.19,A.Bien
5936,08/8060407,14010896856,2008,G05,12.86,A.Bien
5940,08/8058231,14010896857,2008,G05,11.67,Passable
5944,10/8008155,14011097203,2010,5,13.34,A.Bien
5948,08/8010651,14010896858,2008,G04,12.37,A.Bien
5952,08/0000000,14010896860,2008,G05,10.0,Passable
5956,08/0000000,14010896862,2008,G01,10.0,Passable
5960,09/8010098,14011097205,2009,5,12.14,A.Bien
5964,12/8008939,14011298672,2012,5,12.94,A.Bien
5968,12/8009743,14011298673,2012,5,10.7,Passable
5972,09/8008253,14010996865,2009,G08,10.61,Passable
5976,09/8008899,14010996868,2009,G10,10.69,Passable
5980,12/8056762,14011298675,2012,5,10.89,Passable
5984,12/8021691,14011298676,2012,5,13.21,A.Bien
5988,12/8013324,14011298677,2012,5,12.92,A.Bien
5992,09/8008283,14010996870,2009,G08,11.74,Passable
5996,09/8016010,14010996871,2009,G05,10.71,Passable
6000,09/8045009,14011097488,2009,5,10.45,Passable
6004,08/1211845,14010996873,2008,G11,12.8,A.Bien
6008,09/8010694,14010996874,2009,G11,11.55,Passable
6012,09/8008159,14010996875,2009,G10,10.82,Passable
6016,09/8011670,14010996876,2009,G11,11.8,Passable
6020,09/8008192,14010996877,2009,G10,10.02,Passable
6024,08/8443,14010996878,2008,G05,14.28,Bien
6028,09/8046732,14010996879,2009,G05,11.65,Passable
6032,09/8008282,14010996881,2009,G08,12.52,A.Bien
6036,05/8016223,14010996883,2005,G05,10.68,Passable
6040,09/8012533,14010996884,2009,G11,11.02,Passable
6044,09/8007872,14010996885,2009,5,10.54,Passable
6048,09/8042670,14010996886,2009,G11,10.82,Passable
6052,09/8011900,14010996887,2008,G05,11.38,Passable
6056,09/8011755,14010996890,2009,G11,12.0,A.Bien
6060,09/8008190,14010996891,2009,G10,12.11,A.Bien
6064,08/8008423,14010996892,2008,G06,10.22,Passable
6068,12/8008839,14011298678,2012,5,12.44,A.Bien
6072,09/8013068,14010996893,2009,5,10.31,Passable
6076,09/8046727,14010996894,2009,G05,10.8,Passable
6080,09/8010788,14011198403,2009,5,11.1,Passable
6084,09/8046716,14010996896,2009,G05,11.35,Passable
6088,12/8009906,14011298679,2012,5,10.54,Passable
6092,09/8008289,14010996899,2009,G07,12.15,A.Bien
6096,09/8011712,14010996900,2009,5,11.21,Passable
6100,09/8013114,14010996901,2009,G11,11.5,Passable
6104,09/072616,14010996902,2009,G10,10.75,Passable
6108,12/8021665,14011298680,2012,5,11.27,Passable
6112,09/8016802,14010996903,2009,G05,11.33,Passable
6116,09/8008429,14010996905,2009,G06,11.86,Passable
6120,09/8008836,14010996907,2009,5,10.73,Passable
6124,12/8057209,14011298682,2012,5,13.64,A.Bien
6128,12/8009822,14011298683,2012,5,12.6,A.Bien
6132,09/8018459,14010996909,2009,G11,10.47,Passable
6136,09/8008311,14010996910,2009,G07,10.34,Passable
6140,09/8013056,14010996911,2009,5,10.0,Passable
6144,09/8042483,14010996912,2009,G11,10.76,Passable
6148,09/8046798,14010996913,2009,G05,10.13,Passable
6152,09/8046817,14010996914,2009,G05,10.53,Passable
6156,09/8011646,14010996916,2009,5,11.57,Passable
6160,09/801485,14010996918,2009,G11,12.11,A.Bien
6164,11/8013445,14011197863,2011,G18,12.63,A.Bien
6168,11/8048648,14011298684,2011,T19,11.66,Passable
6172,09/8012636,14010996919,2009,G07,10.56,Passable
6176,09/8010014,14010996920,2009,G11,11.29,Passable
6180,08/10119,14010996921,2008,T11,15.2,Bien
6184,09/8016427,14010996922,2009,G05,11.11,Passable
6188,08/5278,14010996923,2008,G05,16.62,T.Bien
6192,09/8011761,14010996926,2009,G11,12.01,A.Bien
6196,09/8044341,14010996927,2009,G08,11.48,Passable
6200,09/8009358,14010996928,2009,G08,10.48,Passable
6204,12/8009433,14011298685,2012,5,11.19,Passable
6208,12/8008427,14011298686,2012,5,13.95,A.Bien
6212,09/8017011,14010996929,2009,G05,10.69,Passable
6216,09/8016893,14010996932,2009,G05,12.3,A.Bien
6220,12/8009423,14011298687,2012,5,10.55,Passable
6224,12/8009589,14011298688,2012,5,12.82,A.Bien
6228,12/8009540,14011298689,2012,5,13.08,A.Bien
6232,09/8008315,14010996934,2009,G07,10.26,Passable
6236,09/8012424,14010996935,2009,G11,10.88,Passable
6240,09/8046919,14010996936,2009,G05,10.5,Passable
6244,08/10036,14010996939,2008,G08,15.06,Bien
6248,12/8009022,14011298690,2012,5,12.44,A.Bien
6252,08/8220,14010996940,2008,G05,14.32,Bien
6256,09/8046697,14011097506,2009,G05,10.07,Passable
6260,09/8010020,14010996942,2009,G05,10.35,Passable
6264,09/8017091,14010996943,2009,G08,11.45,Passable
6268,09/8008290,14010996944,2009,G07,10.94,Passable
6272,09/8046819,14010996945,2009,G05,10.27,Passable
6276,09/8008217,14010996947,2009,G08,10.66,Passable
6280,09/8008318,14010996948,2009,G07,10.23,Passable
6284,09/8010778,14010996949,2009,5,11.78,Passable
6288,12/8008999,14011298691,2012,5,13.06,A.Bien
6292,09/8010835,14010996950,2009,G10,10.31,Passable
6296,09/8016993,14010996951,2009,G05,12.92,A.Bien
6300,09/8016992,14010996952,2009,G05,11.11,Passable
6304,09/8008184,14010996953,2009,G10,11.89,Passable
6308,09/8047027,14010996954,2009,G05,11.0,Passable
6312,09/8016863,14010996956,2009,G05,10.29,Passable
6316,09/8008006,14011198519,2009,5,10.57,Passable
6320,09/8018631,14010996958,2009,5,11.23,Passable
6324,09/8046698,14010996959,2009,G05,11.06,Passable
6328,12/8008330,14011298692,2012,5,12.73,A.Bien
6332,09/8046909,14010996960,2009,G05,10.1,Passable
6336,09/8043873,14010996961,2009,G07,11.14,Passable
6340,09/8044203,14010996962,2009,5,11.97,Passable
6344,09/8008111,14010996963,2009,G11,10.3,Passable
6348,12/8009047,14011298693,2012,5,10.9,Passable
6352,09/8008812,14010996965,2009,5,10.13,Passable
6356,09/8007965,14010996967,2009,G11,11.07,Passable
6360,09/8007659,14010996969,2009,G11,11.01,Passable
6364,12/8014004,14011298694,2012,5,12.31,A.Bien
6368,12/8009360,14011298695,2012,5,11.19,Passable
6372,09/8008421,14010996970,2009,G06,10.96,Passable
6376,09/8007894,14010996971,2009,G11,10.98,Passable
6380,09/8008085,14010996974,2009,G11,11.2,Passable
