temps_id,student_id,birthday,gender,nationnality
4125,14011198076,Sun Dec 29 00:00:00 CET 1991,F,Algérienne
4129,14011198487,Fri Sep 25 00:00:00 CEST 1992,F,Algérienne
4133,14011198116,Thu Aug 25 00:00:00 CEST 1994,F,Congolaise
4137,14011198505,Fri Jan 04 00:00:00 CET 1991,F,Algérienne
4141,14011198120,Sun Sep 06 00:00:00 CEST 1992,F,Algérienne
4145,14011198121,Sun Oct 18 00:00:00 CET 1992,F,Algérienne
4149,14011198454,Tue May 12 00:00:00 CEST 1992,F,Algérienne
4153,14011198125,Sun Jan 21 00:00:00 CET 1990,F,Algérienne
4157,14011599308,Tue Apr 23 00:00:00 CEST 1991,F,Algérienne
4161,14011198523,Thu May 06 00:00:00 CEST 1993,F,Algérienne
4165,14011198131,Mon Mar 16 00:00:00 CET 1992,M,Algérienne
4169,14011198135,Mon Oct 04 00:00:00 CET 1993,M,Algérienne
4173,14011198136,Tue Mar 05 00:00:00 CET 1991,M,Algérienne
4177,14011198138,Tue Apr 14 00:00:00 CEST 1992,M,Algérienne
4181,14011198139,Wed Jan 08 00:00:00 CET 1992,M,Algérienne
4185,14011198141,Sun Oct 04 00:00:00 CET 1992,M,Algérienne
4189,14011198143,Wed Jan 15 00:00:00 CET 1992,M,Algérienne
4193,14011198145,Thu Feb 18 00:00:00 CET 1993,M,Algérienne
4197,14011198146,Tue Dec 29 00:00:00 CET 1992,M,Algérienne
4201,14011198148,Sun Sep 20 00:00:00 CEST 1992,M,Algérienne
4205,14011198149,Sat Aug 01 00:00:00 CEST 1992,M,Algérienne
4209,14011198150,Fri Dec 06 00:00:00 CET 1991,M,Algérienne
4213,14011198152,Sat Feb 15 00:00:00 CET 1992,M,Algérienne
4217,14011198153,Thu Jun 17 00:00:00 CEST 1993,M,Algérienne
4221,14011198155,Mon Nov 11 00:00:00 CET 1991,M,Algérienne
4225,14011198412,Sun Jun 20 00:00:00 CEST 1993,M,Algérienne
4229,14011198159,Thu Apr 11 00:00:00 CEST 1991,M,Algérienne
4233,14011198388,Sun Nov 22 00:00:00 CET 1992,M,Algérienne
4237,14011198585,Mon Jun 17 00:00:00 CEST 1991,M,Algérienne
4241,14011198417,Tue Oct 27 00:00:00 CET 1992,M,Algérienne
4245,14011198463,Mon Mar 22 00:00:00 CET 1993,M,Algérienne
4249,14011198166,Mon Feb 25 00:00:00 CET 1991,M,Algérienne
4253,14011198479,Wed Nov 11 00:00:00 CET 1992,M,Algérienne
4257,14011198410,Sat Jul 18 00:00:00 CEST 1992,M,Algérienne
4261,14011198443,Wed Oct 07 00:00:00 CET 1992,M,Algérienne
4265,14011198514,Mon Nov 04 00:00:00 CET 1991,M,Algérienne
4269,14011198174,Mon Oct 07 00:00:00 CET 1991,M,Algérienne
4273,14011198176,Mon Jul 22 00:00:00 CEST 1991,M,Algérienne
4277,14011198178,Mon Apr 20 00:00:00 CEST 1992,M,Algérienne
4281,14011198179,Mon Apr 27 00:00:00 CEST 1992,M,Algérienne
4285,14011198180,Tue Mar 17 00:00:00 CET 1992,M,Algérienne
4289,14011198182,Fri Jan 10 00:00:00 CET 1992,M,Algérienne
4293,14011198183,Wed Jul 12 00:00:00 CEST 1989,M,Algérienne
4297,14011198185,Wed Jan 02 00:00:00 CET 1991,M,Algérienne
4301,14011198499,Tue Jun 16 00:00:00 CEST 1992,M,Algérienne
4305,14011198498,Tue Nov 26 00:00:00 CET 1991,M,Algérienne
4309,14011198491,Mon Nov 16 00:00:00 CET 1992,M,Algérienne
4313,14011198192,Wed Jan 06 00:00:00 CET 1993,M,Algérienne
4317,14011198193,Wed Sep 02 00:00:00 CEST 1992,M,Algérienne
4321,14011198194,Sun Aug 18 00:00:00 CEST 1991,M,Algérienne
4325,14011198196,Mon Jul 22 00:00:00 CEST 1991,M,Algérienne
4329,14011198486,Fri Nov 05 00:00:00 CET 1993,M,Algérienne
4333,14011198198,Sun Oct 11 00:00:00 CET 1992,M,Algérienne
4337,14011198200,Mon Jun 22 00:00:00 CEST 1992,M,Algérienne
4341,14011198202,Mon Sep 28 00:00:00 CET 1992,M,Algérienne
4345,14011198204,Tue Jun 30 00:00:00 CEST 1987,M,Ivoirienne
4349,14011198392,Sun Feb 28 00:00:00 CET 1993,M,Algérienne
4353,14011198376,Sat Jul 21 00:00:00 CEST 1990,M,Algérienne
4357,14011198425,Tue Dec 10 00:00:00 CET 1991,M,Algérienne
4361,14011198408,Sun Jan 17 00:00:00 CET 1993,M,Algérienne
4365,14011198447,Sat Dec 07 00:00:00 CET 1991,M,Algérienne
4369,14011198515,Tue Apr 14 00:00:00 CEST 1992,M,Algérienne
4373,14011198214,Mon Mar 01 00:00:00 CET 1993,M,Algérienne
4377,14011198215,Sun Oct 04 00:00:00 CET 1992,M,Algérienne
4381,14011198216,Sun May 30 00:00:00 CEST 1993,M,Algérienne
4385,14011198217,Sun Apr 05 00:00:00 CEST 1992,M,Algérienne
4389,14011198507,Sat Dec 07 00:00:00 CET 1991,M,Algérienne
4393,14011198460,Sun Oct 13 00:00:00 CET 1991,M,Algérienne
4397,14011198384,Mon Apr 06 00:00:00 CEST 1992,M,Algérienne
4401,14011198457,Sun Nov 29 00:00:00 CET 1992,M,Algérienne
4405,14011198462,Tue May 28 00:00:00 CEST 1991,M,Algérienne
4409,14011198478,Fri Jan 01 00:00:00 CET 1993,M,Algérienne
4413,14011198464,Wed Mar 13 00:00:00 CET 1991,M,Algérienne
4417,14011198459,Tue Nov 20 00:00:00 CET 1990,M,Algérienne
4421,14011198495,Sun Jun 21 00:00:00 CEST 1992,M,Algérienne
4425,14011198237,Thu Dec 19 00:00:00 CET 1991,M,Algérienne
4429,14011198238,Fri Oct 02 00:00:00 CET 1992,M,Algérienne
4433,14011198535,Fri Apr 26 00:00:00 CEST 1991,M,Algérienne
4437,14011198242,Fri Feb 21 00:00:00 CET 1992,M,Algérienne
4441,14011198530,Mon Sep 30 00:00:00 CET 1991,M,Algérienne
4445,14011198539,Wed Oct 14 00:00:00 CET 1992,M,Algérienne
4449,14011198540,Tue Feb 25 00:00:00 CET 1992,M,Algérienne
4453,14011198254,Sun Nov 10 00:00:00 CET 1991,M,Algérienne
4457,14011198256,Wed Oct 16 00:00:00 CET 1991,M,Algérienne
4461,14011198258,Tue Nov 03 00:00:00 CET 1992,M,Algérienne
4465,14011198259,Tue Jul 13 00:00:00 CEST 1993,M,Algérienne
4469,14011198260,Wed May 26 00:00:00 CEST 1993,M,Algérienne
4473,14011198262,Mon Jul 13 00:00:00 CEST 1992,M,Algérienne
4477,14011198263,Tue Mar 17 00:00:00 CET 1992,M,Algérienne
4481,14011198265,Wed Dec 20 00:00:00 CET 1989,M,Algérienne
4485,14011198266,Mon Apr 19 00:00:00 CEST 1993,M,Algérienne
4489,14011198267,Sat May 09 00:00:00 CEST 1992,M,Algérienne
4493,14011198269,Sat Jul 18 00:00:00 CEST 1992,M,Algérienne
4497,14011198271,Sat Jun 02 00:00:00 CEST 1990,M,Algérienne
4501,14011198273,Fri Apr 26 00:00:00 CEST 1991,M,Algérienne
4505,14011198404,Mon Sep 07 00:00:00 CEST 1992,M,Algérienne
4509,14011198276,Mon Jan 04 00:00:00 CET 1993,M,Algérienne
4513,14011198278,Thu Sep 03 00:00:00 CEST 1992,M,Algérienne
4517,14011198280,Mon Aug 24 00:00:00 CEST 1992,M,Algérienne
4521,14011198282,Sat Aug 26 00:00:00 CEST 1989,M,Algérienne
4525,14011198284,Mon Feb 09 00:00:00 CET 1987,M,Algérienne
4529,14011198286,Fri Jul 05 00:00:00 CEST 1991,M,Algérienne
4533,14011198288,Thu Feb 07 00:00:00 CET 1991,M,Algérienne
4537,14011198291,Wed Jun 24 00:00:00 CEST 1992,M,Algérienne
4541,14011198293,Mon Nov 23 00:00:00 CET 1992,M,Algérienne
4545,14011198294,Mon Nov 23 00:00:00 CET 1992,M,Algérienne
4549,14011198295,Sat Dec 08 00:00:00 CET 1990,M,Algérienne
4553,14011198500,Tue Mar 16 00:00:00 CET 1993,M,Algérienne
4557,14011198471,Sun Jul 07 00:00:00 CEST 1991,M,Algérienne
4561,14011198473,Mon Sep 14 00:00:00 CEST 1992,M,Algérienne
4565,14011198467,Thu Nov 15 00:00:00 CET 1990,M,Algérienne
4569,14011298791,Wed Jan 01 00:00:00 CET 1992,M,Algérienne
4573,14011198382,Sat Jan 16 00:00:00 CET 1993,M,Algérienne
4577,14011198506,Sat Dec 01 00:00:00 CET 1990,M,Algérienne
4581,14011198436,Thu Mar 04 00:00:00 CET 1993,M,Algérienne
4585,14011198312,Sun Mar 01 00:00:00 CET 1992,M,Algérienne
4589,14011298792,Wed Feb 27 00:00:00 CET 1991,F,Algérienne
4593,14011198414,Thu May 06 00:00:00 CEST 1993,M,Algérienne
4597,14011198429,Mon Apr 06 00:00:00 CEST 1992,M,Algérienne
4601,14011198377,Wed Oct 17 00:00:00 CET 1990,M,Algérienne
4605,14011198426,Wed Feb 01 00:00:00 CET 1989,M,Algérienne
4609,14011198389,Thu Jan 07 00:00:00 CET 1993,M,Algérienne
4613,14011198428,Mon Jan 11 00:00:00 CET 1993,M,Algérienne
4617,14011198393,Wed Jan 01 00:00:00 CET 1992,M,Algérienne
4621,14011198325,Thu Mar 12 00:00:00 CET 1992,M,Algérienne
4625,14011198526,Fri Dec 11 00:00:00 CET 1992,M,Algérienne
4629,14011198328,Tue May 14 00:00:00 CEST 1991,M,Algérienne
4633,14011198386,Sun Sep 06 00:00:00 CEST 1992,M,Algérienne
4637,14011198398,Sat May 02 00:00:00 CEST 1992,M,Algérienne
4641,14011198494,Sat Apr 18 00:00:00 CEST 1992,M,Algérienne
4645,14011198334,Sun Jun 23 00:00:00 CEST 1991,M,Algérienne
4649,14011198335,Mon Jan 11 00:00:00 CET 1993,M,Algérienne
4653,14011198380,Thu Jul 08 00:00:00 CEST 1993,M,Algérienne
4657,14011198339,Fri Aug 16 00:00:00 CEST 1991,M,Algérienne
4661,14011198406,Sat May 23 00:00:00 CEST 1992,M,Algérienne
4665,14011198477,Sun Jun 27 00:00:00 CEST 1993,M,Algérienne
4669,14011198485,Sat Aug 14 00:00:00 CEST 1993,M,Algérienne
4673,14011198405,Tue Feb 16 00:00:00 CET 1993,M,Algérienne
4677,14011198512,Mon Sep 30 00:00:00 CET 1991,M,Algérienne
4681,14011198351,Fri Dec 06 00:00:00 CET 1991,M,Algérienne
4685,14011198438,Thu Feb 27 00:00:00 CET 1992,M,Algérienne
4689,14011599293,Tue Sep 08 00:00:00 CEST 1992,M,Algérienne
4693,14011198357,Sun Aug 02 00:00:00 CEST 1992,M,Algérienne
4697,14011198452,Thu Nov 04 00:00:00 CET 1993,M,Algérienne
4701,14011198524,Sat Aug 31 00:00:00 CEST 1991,M,Algérienne
4705,14011198455,Mon Mar 09 00:00:00 CET 1992,M,Algérienne
4709,14011198496,Sun Oct 28 00:00:00 CET 1990,M,Algérienne
4713,14011599294,Thu Oct 15 00:00:00 CET 1992,M,Algérienne
4717,14011198364,Tue Nov 03 00:00:00 CET 1992,M,Algérienne
4721,14011198365,Mon Jul 29 00:00:00 CEST 1991,M,Algérienne
4725,14011198367,Thu Sep 10 00:00:00 CEST 1992,M,Algérienne
4729,14011198470,Sat Feb 01 00:00:00 CET 1992,M,Algérienne
4733,14011198390,Mon Feb 12 00:00:00 CET 1990,M,Algérienne
4737,14011198371,Tue Jun 16 00:00:00 CEST 1992,M,Algérienne
4741,14011198373,Wed Dec 13 00:00:00 CET 1989,M,Algérienne
4745,14011198545,Thu Apr 08 00:00:00 CEST 1993,M,Algérienne
4749,14011198546,Sat Jan 23 00:00:00 CET 1993,M,Algérienne
4753,14011198547,Tue Aug 25 00:00:00 CEST 1992,F,Algérienne
4757,14011198560,Tue Jan 19 00:00:00 CET 1993,M,Algérienne
4761,14011198564,Mon Jul 10 00:00:00 CEST 1989,M,Algérienne
4765,14011198566,Tue Feb 26 00:00:00 CET 1991,M,Algérienne
4769,14011198570,Mon Feb 24 00:00:00 CET 1992,M,Algérienne
4773,14011198582,Tue Nov 19 00:00:00 CET 1991,F,Algérienne
4777,14011198573,Fri May 15 00:00:00 CEST 1992,M,Algérienne
4781,14011198581,Sun Sep 26 00:00:00 CEST 1993,F,Algérienne
4785,14011198576,Wed Aug 28 00:00:00 CEST 1991,M,Algérienne
4789,14011198577,Sat Dec 25 00:00:00 CET 1993,M,Algérienne
4793,14011198578,Tue Jun 04 00:00:00 CEST 1991,F,Algérienne
4797,14011299199,Sun Jun 07 00:00:00 CEST 1992,M,Algérienne
4801,14011198583,Sun Feb 20 00:00:00 CET 1994,M,Algérienne
4805,14011198587,Fri Feb 23 00:00:00 CET 1990,M,Algérienne
4809,14011198588,Wed May 12 00:00:00 CEST 1993,F,Algérienne
4813,14011198589,Wed Feb 26 00:00:00 CET 1992,M,Algérienne
4817,14011298793,Tue Jul 20 00:00:00 CEST 1993,F,Algérienne
4821,14011198593,Tue Jul 21 00:00:00 CEST 1992,M,Algérienne
4825,14011198595,Wed Aug 13 00:00:00 CEST 1986,M,Algérienne
4829,14011198597,Sat Dec 17 00:00:00 CET 1988,M,Algérienne
4833,14011198608,Mon Oct 26 00:00:00 CET 1992,M,Algérienne
4837,14011298794,Fri Jul 02 00:00:00 CEST 1993,F,Algérienne
4841,14011298795,Sun Jul 26 00:00:00 CEST 1992,F,Algérienne
4845,14011298796,Fri May 10 00:00:00 CEST 1991,F,Algérienne
4849,14011298798,Mon Jun 13 00:00:00 CEST 1994,F,Algérienne
4853,14011298800,Sun Mar 28 00:00:00 CET 1993,F,Algérienne
4857,14011298851,Fri Apr 03 00:00:00 CEST 1992,M,Burundi
4861,14011298852,Sun Mar 21 00:00:00 CET 1993,M,Algérienne
4865,14011298853,Mon Sep 21 00:00:00 CEST 1992,M,Algérienne
4869,14011298855,Sun Mar 15 00:00:00 CET 1992,F,Algérienne
4873,14011299200,Wed Sep 08 00:00:00 CEST 1993,M,Algérienne
4877,14011298857,Sun Feb 16 00:00:00 CET 1992,F,Algérienne
4881,14011298858,Sat Jul 02 00:00:00 CEST 1994,F,Algérienne
4885,14011298861,Mon Sep 13 00:00:00 CEST 1993,F,Algérienne
4889,14011298862,Thu Nov 14 00:00:00 CET 1991,M,BURUNDAISE
4893,14011299202,Sun May 16 00:00:00 CEST 1993,F,Algérienne
4897,14011298864,Fri Nov 13 00:00:00 CET 1992,M,Algérienne
4901,14011298866,Sat Aug 15 00:00:00 CEST 1992,M,Algérienne
4905,14011298868,Sat Oct 03 00:00:00 CET 1992,M,Algérienne
4909,14011298869,Tue Mar 03 00:00:00 CET 1992,M,Algérienne
4913,14011298870,Sat Jul 20 00:00:00 CEST 1991,M,Algérienne
4917,14011298871,Mon May 18 00:00:00 CEST 1992,M,BURUNDAISE
4921,14011298872,Tue Aug 10 00:00:00 CEST 1993,M,Algérienne
4925,14011298873,Tue Sep 07 00:00:00 CEST 1993,F,Algérienne
4929,14011298875,Sun Oct 10 00:00:00 CET 1993,F,Algérienne
4933,14011298876,Wed Dec 29 00:00:00 CET 1993,M,Algérienne
4937,14011298877,Fri Sep 09 00:00:00 CEST 1988,M,Algérienne
4941,14010796567,Sun May 11 00:00:00 CEST 1986,M,Algérienne
4945,14010796569,Sun Jan 25 00:00:00 CET 1987,F,Algérienne
4949,14011097068,Tue Aug 04 00:00:00 CEST 1992,F,Algérienne
4953,14011097501,Sun Nov 10 00:00:00 CET 1991,M,Algérienne
4957,14011097517,Sat Feb 03 00:00:00 CET 1990,F,Algérienne
4961,14011097074,Wed Jul 11 00:00:00 CEST 1990,M,Algérienne
4965,14011097617,Sat Dec 28 00:00:00 CET 1991,M,Algérienne
4969,14011198520,Fri Aug 28 00:00:00 CEST 1992,F,Algérienne
4973,14011298612,Wed Feb 05 00:00:00 CET 1992,M,Algérienne
4977,14011299184,Sun Aug 11 00:00:00 CEST 1991,M,Algérienne
4981,14011097286,Sat Jun 15 00:00:00 CEST 1991,M,Algérienne
4985,14011097288,Mon Oct 21 00:00:00 CET 1991,M,Algérienne
4989,14011097290,Sat May 04 00:00:00 CEST 1991,M,Algérienne
4993,14011097292,Wed Dec 18 00:00:00 CET 1991,M,Algérienne
4997,14011298614,Tue Aug 24 00:00:00 CEST 1993,F,Algérienne
5001,14010796586,Wed Mar 23 00:00:00 CET 1988,M,Algérienne
5005,14010796588,Sat Aug 06 00:00:00 CEST 1988,F,Algérienne
5009,14011097084,Mon Mar 27 00:00:00 CEST 1989,F,Algérienne
5013,14011097086,Fri Mar 01 00:00:00 CET 1991,M,Algérienne
5017,14011298615,Fri Feb 25 00:00:00 CET 1994,F,Algérienne
5021,14010796594,Mon Jun 27 00:00:00 CEST 1988,M,Algérienne
5025,14011097504,Sat Dec 08 00:00:00 CET 1990,M,Algérienne
5029,14011097514,Wed Jun 26 00:00:00 CEST 1991,M,Algérienne
5033,14011298617,Thu Sep 09 00:00:00 CEST 1993,F,Algérienne
5037,14011298618,Mon Oct 21 00:00:00 CET 1991,F,Algérienne
5041,14010796598,Sat May 02 00:00:00 CEST 1987,M,Algérienne
5045,14011097092,Fri Jun 28 00:00:00 CEST 1991,M,Algérienne
5049,14011097098,Mon Apr 01 00:00:00 CEST 1991,F,Algérienne
5053,14011097397,Fri Dec 13 00:00:00 CET 1991,M,Algérienne
5057,14011298620,Thu Jan 07 00:00:00 CET 1993,F,Algérienne
5061,14010796607,Sat Jul 30 00:00:00 CEST 1988,F,Algérienne
5065,14011097509,Fri Nov 23 00:00:00 CET 1990,F,Algérienne
5069,14011097102,Mon Apr 20 00:00:00 CEST 1992,F,Algérienne
5073,14011298622,Sun Nov 08 00:00:00 CET 1992,F,Algérienne
5077,14011298623,Sat Jul 18 00:00:00 CEST 1992,F,Algérienne
5081,14010796614,Mon Feb 22 00:00:00 CET 1988,M,Algérienne
5085,14011097507,Fri May 10 00:00:00 CEST 1991,F,Algérienne
5089,14011097482,Sun Aug 04 00:00:00 CEST 1991,F,Algérienne
5093,14011097502,Thu Sep 12 00:00:00 CEST 1991,F,Algérienne
5097,14011298624,Sat Mar 19 00:00:00 CET 1994,M,Algérienne
5101,14010796618,Sun Sep 21 00:00:00 CEST 1986,F,Algérienne
5105,14011097110,Thu Aug 15 00:00:00 CEST 1991,M,Algérienne
5109,14011097112,Sat Nov 02 00:00:00 CET 1991,M,Algérienne
5113,14011298626,Mon Jun 07 00:00:00 CEST 1993,M,Algérienne
5117,14011298627,Tue Jul 13 00:00:00 CEST 1993,M,Algérienne
5121,14011097296,Wed Apr 17 00:00:00 CEST 1991,M,Algérienne
5125,14011097300,Tue Jun 25 00:00:00 CEST 1991,M,Algérienne
5129,14011198431,Sat May 19 00:00:00 CEST 1990,M,Algérienne
5133,14011097489,Tue Aug 27 00:00:00 CEST 1991,M,Algérienne
5137,14011298629,Mon Jun 14 00:00:00 CEST 1993,F,Algérienne
5141,14011097114,Wed May 15 00:00:00 CEST 1991,F,Algérienne
5145,14011198541,Mon Apr 01 00:00:00 CEST 1991,M,Algérienne
5149,14011097118,Sun Dec 22 00:00:00 CET 1991,F,Algérienne
5153,14011097480,Sat Dec 14 00:00:00 CET 1991,F,Algérienne
5157,14011298630,Mon Feb 28 00:00:00 CET 1994,F,Algérienne
5161,14010796642,Sun Apr 16 00:00:00 CEST 1989,M,Algérienne
5165,14011097122,Sun Oct 27 00:00:00 CET 1991,M,Algérienne
5169,14011097124,Thu Sep 12 00:00:00 CEST 1991,F,Algérienne
5173,14011097126,Thu Apr 02 00:00:00 CEST 1992,M,Algérienne
5177,14011298631,Thu Mar 10 00:00:00 CET 1994,F,Algérienne
5181,14010796643,Mon Oct 03 00:00:00 CET 1988,F,Algérienne
5185,14010796644,Mon Nov 19 00:00:00 CET 1990,M,Algérienne
5189,14010796647,Mon May 25 00:00:00 CEST 1987,M,Algérienne
5193,14011097130,Thu May 07 00:00:00 CEST 1992,F,Algérienne
5197,14011298633,Wed May 12 00:00:00 CEST 1993,F,Algérienne
5201,14010796651,Sat Apr 25 00:00:00 CEST 1987,F,Algérienne
5205,14011097134,Sun Jun 24 00:00:00 CEST 1990,M,Algérienne
5209,14011097136,Sat Jun 22 00:00:00 CEST 1991,M,Algérienne
5213,14011097138,Thu Dec 06 00:00:00 CET 1990,M,Algérienne
5217,14011298634,Mon Sep 28 00:00:00 CET 1992,F,Algérienne
5221,14011097140,Sat Aug 11 00:00:00 CEST 1990,M,Algérienne
5225,14011097142,Tue Jan 16 00:00:00 CET 1990,M,Algérienne
5229,14011097144,Sun Oct 08 00:00:00 CET 1989,M,Algérienne
5233,14011097146,Sun Jan 01 00:00:00 CET 1989,M,Algérienne
5237,14011298635,Sun Sep 19 00:00:00 CEST 1993,F,Algérienne
5241,14011097496,Sat Feb 16 00:00:00 CET 1991,M,Algérienne
5245,14011097150,Wed Jan 11 00:00:00 CET 1989,M,Algérienne
5249,14011097152,Fri Jun 15 00:00:00 CEST 1990,M,Algérienne
5253,14011097154,Sun Jul 28 00:00:00 CEST 1991,M,Algérienne
5257,14011298636,Fri Jan 15 00:00:00 CET 1993,F,Algérienne
5261,14010796669,Wed Jun 20 00:00:00 CEST 1990,F,Algérienne
5265,14010796671,Wed Feb 01 00:00:00 CET 1989,M,Algérienne
5269,14010796672,Wed May 21 00:00:00 CEST 1980,M,Algérienne
5273,14011097156,Thu Mar 15 00:00:00 CET 1990,M,Algérienne
5277,14011298637,Thu Jan 20 00:00:00 CET 1994,F,Algérienne
5281,14010796674,Mon Jul 24 00:00:00 CEST 1989,M,Algérienne
5285,14010796676,Fri Apr 10 00:00:00 CEST 1987,M,Algérienne
5289,14011097163,Tue Jan 07 00:00:00 CET 1992,M,Algérienne
5293,14011097313,Tue Jul 26 00:00:00 CEST 1988,M,Algérienne
5297,14011097527,Sun Aug 25 00:00:00 CEST 1991,M,Algérienne
5301,14011097486,Wed Mar 15 00:00:00 CET 1989,M,Algérienne
5305,14011097308,Sun Sep 17 00:00:00 CEST 1989,M,Algérienne
5309,14011097310,Tue Sep 26 00:00:00 CET 1989,M,Algérienne
5313,14011097312,Thu May 24 00:00:00 CEST 1990,M,Algérienne
5317,14011097315,Mon Dec 23 00:00:00 CET 1991,F,Algérienne
5321,14011097317,Sat Mar 23 00:00:00 CET 1991,F,Algérienne
5325,14010896693,Sun Jan 15 00:00:00 CET 1989,F,Algérienne
5329,14010896694,Thu Jan 01 00:00:00 CET 1987,M,Algérienne
5333,14011097485,Sat Sep 26 00:00:00 CEST 1992,M,Algérienne
5337,14011097167,Fri Mar 03 00:00:00 CET 1989,M,Algérienne
5341,14011298638,Wed Jan 20 00:00:00 CET 1993,F,Algérienne
5345,14010896695,Sat Oct 27 00:00:00 CET 1990,M,Algérienne
5349,14010896697,Thu Jun 21 00:00:00 CEST 1990,F,Algérienne
5353,14010896698,Sat Nov 09 00:00:00 CET 1985,M,Algérienne
5357,14011097169,Sat Nov 18 00:00:00 CET 1989,M,Algérienne
5361,14011298639,Sun Feb 09 00:00:00 CET 1992,M,Algérienne
5365,14010896700,Sat Jun 09 00:00:00 CEST 1990,M,Algérienne
5369,14010896701,Sat Mar 10 00:00:00 CET 1990,F,Algérienne
5373,14010896703,Sun Oct 16 00:00:00 CET 1988,M,Algérienne
5377,14010896704,Mon Aug 01 00:00:00 CEST 1983,F,Algérienne
5381,14011298640,Mon Apr 19 00:00:00 CEST 1993,F,Algérienne
5385,14011097173,Sun Jul 21 00:00:00 CEST 1991,M,Algérienne
5389,14011097490,Sun Jan 01 00:00:00 CET 1989,M,Algérienne
5393,14011298641,Sat Apr 23 00:00:00 CEST 1994,F,Algérienne
5397,14011298644,Thu Jan 02 00:00:00 CET 1992,M,Algérienne
5401,14011299188,Thu Aug 12 00:00:00 CEST 1993,M,Algérienne
5405,14010896711,Tue Nov 21 00:00:00 CET 1989,F,Algérienne
5409,14010896712,Tue Jul 12 00:00:00 CEST 1988,F,Algérienne
5413,14010896713,Thu Dec 04 00:00:00 CET 1986,F,Algérienne
5417,14010896714,Sat Aug 04 00:00:00 CEST 1984,F,Algérienne
5421,14011298645,Thu Jun 23 00:00:00 CEST 1994,M,Algérienne
5425,14010896715,Sun Jan 07 00:00:00 CET 1990,F,Algérienne
5429,14010896716,Fri Nov 20 00:00:00 CET 1987,F,Algérienne
5433,14010896717,Wed Nov 07 00:00:00 CET 1990,F,Algérienne
5437,14010896719,Sun Feb 17 00:00:00 CET 1991,M,Algérienne
5441,14011097177,Sun Mar 29 00:00:00 CET 1992,M,Algérienne
5445,14010896720,Wed Nov 06 00:00:00 CET 1991,F,Algérienne
5449,14010896722,Mon Dec 18 00:00:00 CET 1989,F,Algérienne
5453,14010896723,Thu Jun 27 00:00:00 CEST 1991,F,Algérienne
5457,14011197861,Fri Feb 05 00:00:00 CET 1993,F,Algérienne
5461,14011298647,Fri Feb 21 00:00:00 CET 1992,M,Algérienne
5465,14010896726,Wed Nov 07 00:00:00 CET 1990,F,Algérienne
5469,14010896727,Mon Sep 17 00:00:00 CEST 1990,M,Algérienne
5473,14010896729,Mon Jul 20 00:00:00 CEST 1987,M,Algérienne
5477,14011097179,Wed Feb 21 00:00:00 CET 1990,M,Algérienne
5481,14011298649,Tue Oct 22 00:00:00 CET 1991,F,Algérienne
5485,14010896731,Mon May 14 00:00:00 CEST 1990,M,Algérienne
5489,14010896732,Sun May 07 00:00:00 CEST 1989,F,Algérienne
5493,14010896733,Fri Jul 14 00:00:00 CEST 1989,F,Algérienne
5497,14010896734,Wed May 27 00:00:00 CEST 1987,F,Algérienne
5501,14010896735,Wed Jan 04 00:00:00 CET 1984,M,Algérienne
5505,14010896737,Thu Feb 23 00:00:00 CET 1989,F,NIGERIENNE
5509,14010896738,Sun Dec 30 00:00:00 CET 1990,F,Nigerienne
5513,14011097181,Wed Dec 11 00:00:00 CET 1991,F,Algérienne
5517,14011097609,Sun Oct 18 00:00:00 CET 1981,M,Algérienne
5521,14011298650,Tue Sep 28 00:00:00 CET 1993,M,Algérienne
5525,14011097185,Wed Jan 30 00:00:00 CET 1991,F,Algérienne
5529,14011298651,Thu Mar 24 00:00:00 CET 1994,M,Algérienne
5533,14011298652,Thu Jan 30 00:00:00 CET 1992,M,Algérienne
5537,14011298653,Tue Feb 04 00:00:00 CET 1992,F,Algérienne
5541,14011298654,Wed Nov 07 00:00:00 CET 1990,F,Algérienne
5545,14011298655,Sat Jul 31 00:00:00 CEST 1993,F,Algérienne
5549,14010896747,Wed Jan 17 00:00:00 CET 1990,M,Algérienne
5553,14011097187,Fri Oct 18 00:00:00 CET 1991,F,Algérienne
5557,14011298656,Fri Jan 01 00:00:00 CET 1993,F,Algérienne
5561,14011298657,Mon Aug 10 00:00:00 CEST 1992,F,Algérienne
5565,14011298659,Sat Aug 01 00:00:00 CEST 1992,F,Algérienne
5569,14010896752,Tue Jul 18 00:00:00 CEST 1989,F,Algérienne
5573,14010896754,Fri Nov 04 00:00:00 CET 1988,F,Algérienne
5577,14010896755,Wed Apr 06 00:00:00 CEST 1988,F,Algérienne
5581,14010896756,Sun Aug 12 00:00:00 CEST 1990,F,Algérienne
5585,14010896757,Mon Mar 05 00:00:00 CET 1990,M,Algérienne
5589,14010896759,Tue Nov 01 00:00:00 CET 1988,M,Ivoirrienne
5593,14010896761,Wed Mar 07 00:00:00 CET 1984,M,Algérienne
5597,14010896762,Fri Mar 29 00:00:00 CET 1991,F,Algérienne
5601,14011298660,Wed Aug 25 00:00:00 CEST 1993,M,Algérienne
5605,14011298661,Wed Apr 14 00:00:00 CEST 1993,M,Algérienne
5609,14010896764,Mon Jan 14 00:00:00 CET 1991,F,Algérienne
5613,14010896765,Sun Jul 07 00:00:00 CEST 1985,M,Algérienne
5617,14010896766,Tue Nov 27 00:00:00 CET 1990,M,Algérienne
