"N°Ins","Année","AnnéeUniv","Réf_Cours","Cours","Coef","Moy_Module","Moy_Gle","Observation","Université_Origine","Faculté_Origine","Département_Origine","Cycle_Origine","Fillière_Origine","credit_matière","Code_UE","credit_UE","Aquit","An_d_obtent","Faculté_OrigineAr","Département_OrigineAr","Fillière_OrigineAr","Université_OrigineAr","Cycle_OrigineAr"
"14011298818","1","2015","XMLW","XML et Web 2.0","1","11.40","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF3","8","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298818","1","2015","ANG2.","Anglais 2","1","17.00","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","2","UET1.","2","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","GL","Génie Logiciel","1","13.90","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","CA","Compléxité Algorithmique","1","11.40","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","SCL","Spécification Concep Logiciel","1","11.60","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","ARCDL","Architecture et Dév Logiciel","1","14.58","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","IHIA","IHM .IA App aux Problèmes Indu","3","12.20","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","3","UEF2.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","PRGW","Programmation Web","3","13.35","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","3","UEF2.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","I.A","Intéligence Artificielle","4","12.30","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF2.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","BDDA","Bases de Données Avancées","1","11.30","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF3","8","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298818","1","2015","SEVD","Simmulation a event Discret","1","8.40","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","0","UED1","6","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298818","1","2015","ANG1","Anglais 1","1","16.00","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","2","UET1","2","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298818","1","2015","SCL","Spécification Concep Logiciel","1","7.90","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","0","UEF1.","10","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298818","1","2015","ARCDL","Architecture et Dév Logiciel","1","11.35","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298818","1","2015","IHIA","IHM .IA App aux Problèmes Indu","3","9.00","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","0","UEF2.","10","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298818","1","2015","PRGW","Programmation Web","3","10.90","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","3","UEF2.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","COSI","Conception Objet d un S.I","1","11.00","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF2","12","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","SMA","Systèmes Multi Agents","1","11.00","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF2","12","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","OIN","Outils de l Internet","1","15.10","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF2","12","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","LOIA","Logique pour L I.A","1","10.00","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","3","UED1","6","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","SEVD","Simmulation a event Discret","1","9.80","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","0","UED1","6","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","ANG1","Anglais 1","1","14.00","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","2","UET1","2","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","XMLW","XML et Web 2.0","1","12.10","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF3","8","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298823","1","2015","ANG2.","Anglais 2","1","18.50","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","2","UET1.","2","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","ARPS","Admin Réseaux & Prog Sys","1.2","7.60","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","TRX","9","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","RSF","Réseaux sans fil","1.2","13.05","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3","TRX","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","DSE","Simulation à évènement discret","1.4","8.10","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","REOP","9.5","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","AGRO","App des Graphes à la Rech Opér","1","7.50","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","REOP","9.5","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","OROP","Optimisation en Rech Oper","1.4","8.80","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","REOP","9.5","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","WEBS","Web Services","1.4","11.95","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3.5","ALOG","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","APRC","Approches par Composants","1.2","8.61","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","ALOG","9","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","BDA","Base de Données Avancées","1","11.40","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","2.5","ALOG","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","ANGP","Anglais Premier Niveau","1","18.75","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","2.5","UTE","2.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","TINT","Technologie de l Internet","1.8","11.10","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","4.5","TECRX","13","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","RLE","Réseaux Locaux et équipements","1.2","8.85","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","TRX","9","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","ARPS","Admin Réseaux & Prog Sys","1.2","8.20","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","TRX","9","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","RSF","Réseaux sans fil","1.2","13.35","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3","TRX","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","DSE","Simulation à évènement discret","1.4","10.30","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3.5","REOP","9.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","AGRO","App des Graphes à la Rech Opér","1","6.50","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","REOP","9.5","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","TRXO","Technologie des RX opérateurs","1.8","10.40","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","4.5","TECRX","13","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","MMT","Modèle Math et Trait Signale","1.6","10.90","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","4","TECRX","13","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","TFM","Télécom Fixes et  Mobiles","2.6","12.60","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","6.5","TCE","11.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","TCT","Technique et Techn de Transmis","2","14.55","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","5","TCE","11.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","TCIP","Technoligie IP","1.2","9.35","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","EDP","3","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","OIN","Outils de l Internet","1","16.20","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF2","12","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","LOIA","Logique pour L I.A","1","15.50","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","3","UED1","6","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","SEVD","Simmulation a event Discret","1","10.80","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","3","UED1","6","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","ANG1","Anglais 1","1","17.25","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","2","UET1","2","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","SCL","Spécification Concep Logiciel","1","13.95","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","ARCDL","Architecture et Dév Logiciel","1","13.32","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298861","1","2015","ARPS","Admin Réseaux & Prog Sys","1.2","6.00","","Admis/Dettes","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","TRX","9","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298861","1","2015","RSF","Réseaux sans fil","1.2","11.15","","Admis/Dettes","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3","TRX","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298861","1","2015","DSE","Simulation à évènement discret","1.4","10.10","","Admis/Dettes","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3.5","REOP","9.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298861","1","2015","AGRO","App des Graphes à la Rech Opér","1","10.00","","Admis/Dettes","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","2.5","REOP","9.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298861","1","2015","OROP","Optimisation en Rech Oper","1.4","7.70","","Admis/Dettes","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","REOP","9.5","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298861","1","2015","WEBS","Web Services","1.4","10.20","","Admis/Dettes","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3.5","ALOG","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011198436","1","2015","AGR","Application Graphes à la RO","1","10.00","","Admis/Session2","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","SITW","2.5","ROP","9.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","SITW","جامعة إبن خلدون بتيارت","Master"
"14011198436","1","2015","APN","Anlgais Premier Niveau","1","18.25","","Admis/Session2","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","SITW","2.5","ANG","2.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","SITW","جامعة إبن خلدون بتيارت","Master"
"14011198436","1","2015","LIA","Logique P/ Intéligence Artific","1.25","8.00","","Admis/Session2","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","SITW","0","LCO","6.5","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","SITW","جامعة إبن خلدون بتيارت","Master"
"14011198436","1","2015","MFO","Méthodes Formelles et OV ","1.25","9.10","","Admis/Session2","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","SITW","0","MVS","9","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","SITW","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","TRXO","Technologie des RX opérateurs","1.8","9.40","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","TECRX","13","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","MMT","Modèle Math et Trait Signale","1.6","8.40","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","TECRX","13","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","TFM","Télécom Fixes et  Mobiles","2.6","8.30","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","0","TCE","11.5","False","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","TCT","Technique et Techn de Transmis","2","11.30","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","5","TCE","11.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","TCIP","Technoligie IP","1.2","10.20","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3","EDP","3","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298838","1","2015","AGL2","Anglais Niveau 2","1","17.75","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","2.5","UET","2.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","OROP","Optimisation en Rech Oper","1.4","12.55","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3.5","REOP","9.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","WEBS","Web Services","1.4","13.75","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3.5","ALOG","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","APRC","Approches par Composants","1.2","14.45","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3","ALOG","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","BDA","Base de Données Avancées","1","11.70","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","2.5","ALOG","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","ANGP","Anglais Premier Niveau","1","16.75","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","2.5","UTE","2.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","TINT","Technologie de l Internet","1.8","12.66","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","4.5","TECRX","13","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","AGL2","Anglais Niveau 2","1","17.75","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","2.5","UET","2.5","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298846","1","2015","RLE","Réseaux Locaux et équipements","1.2","14.20","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Réseau & Télécoms","3","TRX","9","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","Master Réseau & Télécoms","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","GL","Génie Logiciel","1","16.95","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","CA","Compléxité Algorithmique","1","11.80","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","5","UEF1","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","COSI","Conception Objet d un S.I","1","14.20","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF2","12","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","SMA","Systèmes Multi Agents","1","15.80","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","4","UEF2","12","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
"14011298851","1","2015","IHIA","IHM .IA App aux Problèmes Indu","3","14.40","","Admis/Session1","Université Ibn Khaldoun  Tiaret","des Mathématiques et de l informatique","Informatique","Master","Master Génie Logiciel","3","UEF2.","10","True","2015","كلية  الرياضيات و الإعلام الآلي","الإعلام الآلي","ماستر هندسة البرامج","جامعة إبن خلدون بتيارت","Master"
